Population_group,Population_Categorisation,population,TDS_FC_Code,TDS_FC_label,NumRespondents,PercentConsumers,Mean_grams_per_person_per_day,Mean_flag,Mean_SE,Mean_LCL,Mean_UCL,Mean_CV,P50,P50_flag,P50_SE,P50_LCL,P50_UCL,P50_CV,P90,P90_flag,P90_SE,P90_LCL,P90_UCL,P90_CV,P95,P95_flag,P95_SE,P95_LCL,P95_UCL,P95_CV
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,FF14,pancakes & waffles,6339,7.8,5.44,,0.44,4.56,6.31,8.09,0,,24.53,0,48.19,0,0,,9.77,0,19.2,0,47.75,,6.67,34.65,60.85,13.97
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,FF15,pasta_mixed dishes,6339,9.2,22.75,,1.89,19.03,26.46,8.31,0,,142.97,0,280.9,0,0,,22.52,0,44.25,0,191,,15.09,161.34,220.65,7.9
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,FF16,pasta_plain,6339,21.1,28.03,,1.61,24.87,31.2,5.74,0,,17.8,0,34.98,0,127.39,,6.65,114.32,140.45,5.22,176.74,,6.5,163.96,189.52,3.68
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,FF17,pie_apple,6339,0.5,0.35,E,0.11,0.14,0.56,31.43,0,,214.37,0,421.17,0,0,,89.15,0,175.15,0,0,,71.52,0,140.52,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,FF18,pie_other,6339,1,0.77,E,0.16,0.46,1.08,20.78,0,,1318.65,0,2590.78,0,0,,797.63,0,1567.11,0,0,,299.9,0,589.23,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,FF19,rice,6339,26,35.9,,1.73,32.49,39.31,4.82,0,,26.22,0,51.52,0,141.14,,7.34,126.72,155.56,5.2,201.71,,11.44,179.24,224.18,5.67
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,FF20,buns & rolls,6339,3.3,1.57,,0.21,1.16,1.98,13.38,0,,60.47,0,118.81,0,0,,19.78,0,38.86,0,0,,8.87,0,17.43,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,FF21,breads_other,6339,15.9,15.15,,0.96,13.27,17.04,6.34,0,,19.11,0,37.55,0,57.07,,4.63,47.97,66.18,8.11,104.97,,9.7,85.91,124.03,9.24
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,GG01,baked beans_canned,6339,0.6,,F,,,,37.72,0,,3580.98,0,7035.62,0,0,,969.29,0,1904.39,0,0,,642.22,0,1261.78,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,GG02,beans_string,6339,6.5,2.18,,0.22,1.76,2.61,10.09,0,,23.43,0,46.03,0,0,,2.59,0,5.08,0,,F,,,,36.24
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,GG03,beets,6339,0.4,,F,,,,36.36,0,,591.04,0,1161.23,0,0,,171.71,0,337.36,0,0,,115.28,0,226.48,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,GG04,broccoli,6339,8.9,4.92,,0.44,4.06,5.78,8.94,0,,34.05,0,66.89,0,0,,2.88,0,5.66,0,38.83,,5.08,28.85,48.82,13.08
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,GG05,cabbage,6339,5.2,1.8,,0.29,1.24,2.37,16.11,0,,11.6,0,22.79,0,0,,1.97,0,3.87,0,,F,,,,50
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,GG06,carrots,6339,27,9.02,,0.57,7.91,10.14,6.32,0,,2.77,0,5.44,0,29.94,,3.05,23.94,35.94,10.19,58.08,,2.81,52.56,63.59,4.84
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,GG07,cauliflowers,6339,2.9,1.15,,0.16,0.84,1.46,13.91,0,,102.45,0,201.29,0,0,,16.21,0,31.86,0,0,,6.68,0,13.13,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,GG08,celery,6339,12.8,1.39,,0.11,1.17,1.61,7.91,0,,3.68,0,7.22,0,3.75,,0.45,2.87,4.63,12,8.06,,0.58,6.92,9.19,7.2
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,GG09,corn,6339,7.2,4.02,,0.48,3.08,4.96,11.94,0,,28.64,0,56.27,0,0,,2.92,0,5.74,0,17.36,E,5.42,6.72,28.01,31.22
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,GG10,cucumbers,6339,16.4,9.1,,0.64,7.85,10.36,7.03,0,,7.78,0,15.29,0,27.74,,2.78,22.28,33.2,10.02,64.73,,3.48,57.89,71.57,5.38
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,GG11,lettuce,6339,11.9,3.88,,0.3,3.29,4.47,7.73,0,,10.9,0,21.41,0,6.26,E,1.72,2.89,9.64,27.48,27.58,,3.13,21.43,33.73,11.35
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,GG12,mushrooms,6339,5.9,1.18,E,0.2,0.79,1.57,16.95,0,,8.06,0,15.83,0,0,,1.4,0,2.75,0,2.75,E,0.8,1.17,4.33,29.09
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,GG13,onions,6339,29,5.38,,0.31,4.77,5.99,5.76,0,,1.06,0,2.08,0,16.75,,1.13,14.53,18.97,6.75,28.91,,1.56,25.84,31.98,5.4
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,GG14,peas,6339,7.2,2.27,,0.26,1.77,2.77,11.45,0,,14.29,0,28.08,0,0,,1.87,0,3.67,0,9.98,E,1.86,6.33,13.63,18.64
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,GG15,peppers,6339,13.1,3.8,,0.34,3.13,4.47,8.95,0,,4.07,0,7.99,0,3.86,E,1.01,1.88,5.83,26.17,20.1,,2.84,14.53,25.68,14.13
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,GG16,potatoes_boiled,6339,16,12.93,,0.87,11.21,14.65,6.73,0,,14.02,0,27.55,0,36.91,,5.18,26.75,47.08,14.03,103.91,,5.04,94.02,113.81,4.85
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,GG17,potatoes_chips,6339,11.9,5.09,,0.61,3.9,6.28,11.98,0,,14.61,0,28.71,0,8.96,E,2.16,4.71,13.2,24.11,26.42,,2.76,21,31.85,10.45
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,GG18,rutabaga,6339,0.8,0.21,E,0.05,0.12,0.31,23.81,0,,504.48,0,991.17,0,0,,232.36,0,456.52,0,0,,151.85,0,298.34,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,GG19,vegetable juice_canned,6339,1.7,3.48,E,0.61,2.29,4.68,17.53,0,,4572.99,0,8984.64,0,0,,233.5,0,458.76,0,0,,115.57,0,227.06,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,GG20,tomatoes,6339,14.4,8.88,,0.63,7.65,10.11,7.09,0,,15.03,0,29.53,0,22.51,,3.43,15.78,29.24,15.24,63.22,,6.63,50.2,76.23,10.49
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,GG21,tomatoes and tomato sauce_canned,6339,15.8,15.43,,1.08,13.3,17.55,7,0,,21.5,0,42.24,0,58.48,,6.05,46.59,70.38,10.35,115.65,,5.19,105.45,125.86,4.49
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,GG22,spinach,6339,3.9,1.3,,0.21,0.88,1.71,16.15,0,,47.49,0,93.31,0,0,,5.35,0,10.5,0,0,,1.61,0,3.16,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,GG23,asparagus,6339,1,0.49,E,0.11,0.28,0.7,22.45,0,,868.35,0,1706.07,0,0,,329.73,0,647.83,0,0,,91.46,0,179.68,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,GG24,brussel sprouts,6339,0.3,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,GG26,potatoes_baked,6339,3.6,4.59,,0.67,3.27,5.92,14.6,0,,248.14,0,487.52,0,0,,34.81,0,68.38,0,0,,10.38,0,20.39,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,GG27,corn chips,6339,6,2.67,,0.33,2.01,3.32,12.36,0,,21.96,0,43.14,0,0,,4.62,0,9.08,0,14.87,E,3.65,7.69,22.04,24.55
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,HH01,apple juice_canned,6339,14.4,39.79,,2.37,35.14,44.44,5.96,0,,147.21,0,289.23,0,209.54,,8.23,193.38,225.7,3.93,247.98,,13.17,222.1,273.85,5.31
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,HH02,applesauce_canned,6339,6.4,7.98,,0.77,6.46,9.5,9.65,0,,41.89,0,82.3,0,0,,23.76,0,46.69,0,85.32,,12.88,60.01,110.64,15.1
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,HH03,apples,6339,27.4,45.87,,1.9,42.14,49.6,4.14,0,,26.03,0,51.14,0,181.62,,21.9,138.58,224.66,12.06,,F,,,,49.23
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,HH04,bananas,6339,24.6,24.7,,1.07,22.6,26.8,4.33,0,,24.32,0,47.79,0,117.84,,11.26,95.71,139.96,9.56,117.96,,17.41,83.76,152.16,14.76
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,HH05,blueberries,6339,6.7,3.8,,0.43,2.96,4.64,11.32,0,,41.52,0,81.58,0,0,,4.54,0,8.92,0,,F,,,,35.18
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,HH06,cherries,6339,1.6,1.28,E,0.32,0.65,1.91,25,0,,1378.83,0,2709.02,0,0,,209.7,0,412,0,0,,47.57,0,93.46,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,HH07,citrus fruit_raw,6339,17.2,17.25,,1.05,15.19,19.31,6.09,0,,11.63,0,22.86,0,73.69,,7.34,59.26,88.12,9.96,129.36,,9.18,111.31,147.4,7.1
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,HH08,citrus juice_frozen,6339,1,2.89,E,0.64,1.62,4.15,22.15,0,,1442.55,0,2834.2,0,0,,1088.59,0,2138.77,0,0,,456.08,0,896.07,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,HH09,citrus juice_canned,6339,17.3,46.23,,2.47,41.37,51.08,5.34,0,,86.39,0,169.72,0,209.56,,7.36,195.11,224.02,3.51,289.41,,15.84,258.29,320.53,5.47
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,HH10,grape juice_bottled,6339,1.1,2.34,E,0.46,1.43,3.24,19.66,0,,664.68,0,1305.91,0,0,,412.67,0,810.78,0,0,,138.01,0,271.16,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,HH11,grapes,6339,12,8.86,,0.6,7.68,10.03,6.77,0,,32.06,0,63,0,23,E,6.28,10.66,35.34,27.3,75.49,,5.61,64.47,86.51,7.43
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,HH12,melons,6339,6.2,16.56,,1.97,12.7,20.42,11.9,0,,181.3,0,356.21,0,0,,21.09,0,41.44,0,76.94,E,23.32,31.13,122.76,30.31
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,HH13,peaches,6339,3,4.28,,0.62,3.06,5.5,14.49,0,,102.63,0,201.63,0,0,,84.32,0,165.67,0,0,,29.93,0,58.8,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,HH14,pears,6339,4.4,5.71,,0.68,4.37,7.06,11.91,0,,202.3,0,397.46,0,0,,44.61,0,87.64,0,0,,18.16,0,35.67,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,HH15,pineapple,6339,2.3,2.31,E,0.4,1.52,3.1,17.32,0,,709.96,0,1394.87,0,0,,65.87,0,129.42,0,0,,18.75,0,36.83,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,HH16,plums and prunes,6339,1.3,1.23,E,0.29,0.65,1.81,23.58,0,,2154.75,0,4233.48,0,0,,690.8,0,1357.22,0,0,,146.48,0,287.79,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,HH17,raisins,6339,2.5,0.7,E,0.23,0.25,1.15,32.86,0,,114.44,0,224.85,0,0,,10.52,0,20.67,0,0,,4.06,0,7.98,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,HH18,raspberries,6339,4,2.21,E,0.39,1.43,2.98,17.65,0,,77.12,0,151.52,0,0,,6.34,0,12.47,0,0,,2.37,0,4.65,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,HH19,strawberries,6339,13,9.09,,0.7,7.73,10.46,7.7,0,,20.24,0,39.77,0,34.95,,3.47,28.14,41.76,9.93,72,,3.53,65.07,78.93,4.9
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,HH20,kiwi fruit,6339,1.8,1.41,E,0.27,0.88,1.93,19.15,0,,1257.97,0,2471.56,0,0,,64.33,0,126.38,0,0,,20.7,0,40.67,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,HH21,apricot,6339,0.5,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,HH22,fruit drinks (cocktails),6339,16.3,56.43,,3.86,48.84,64.02,6.84,0,,219.17,0,430.61,0,209.63,,12.34,185.39,233.87,5.89,383.11,,18.31,347.12,419.09,4.78
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,II01,cooking fats & salad oils,6339,26.2,1.99,,0.13,1.74,2.24,6.53,0,,0.5,0,0.98,0,5.58,,0.37,4.86,6.31,6.63,11.96,,0.77,10.45,13.48,6.44
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,II02,margarine,6339,20.9,1.67,,0.13,1.41,1.93,7.78,0,,1.31,0,2.58,0,5.17,,0.37,4.45,5.88,7.16,9.58,,0.38,8.84,10.32,3.97
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,II04,mayonnaise,6339,3.6,0.54,,0.07,0.41,0.68,12.96,0,,25.72,0,50.54,0,0,,3.92,0,7.71,0,0,,1.39,0,2.72,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,II07,salad dressing,6339,8.9,1.95,,0.15,1.65,2.24,7.69,0,,15.2,0,29.86,0,0,,1.3,0,2.55,0,14.69,,0.77,13.17,16.21,5.24
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,JJ01,chocolate bars,6339,13.9,4.13,,0.28,3.58,4.69,6.78,0,,5.63,0,11.06,0,8.27,,0.96,6.38,10.15,11.61,24.92,,3.02,18.98,30.85,12.12
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,JJ03,gelatin dessert,6339,0.9,0.7,E,0.17,0.36,1.04,24.29,0,,2580.23,0,5069.44,0,0,,862.21,0,1694.01,0,0,,259.19,0,509.24,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,JJ04,honey_bottled,6339,2.6,0.36,,0.05,0.26,0.47,13.89,0,,53.27,0,104.66,0,0,,2.74,0,5.37,0,0,,1.92,0,3.77,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,JJ05,jams,6339,7.4,1.93,,0.24,1.45,2.41,12.44,0,,5.77,0,11.34,0,0,,1.72,0,3.39,0,9.98,,0.97,8.08,11.88,9.72
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,JJ07,peanut butter,6339,12.8,3.37,,0.33,2.73,4.01,9.79,0,,13.3,0,26.13,0,10.75,,1.71,7.4,14.11,15.91,18.04,,2.22,13.68,22.41,12.31
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,JJ08,puddings,6339,2.9,3.16,,0.44,2.29,4.03,13.92,0,,94.34,0,185.35,0,0,,43.84,0,86.13,0,0,,30.06,0,59.06,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,JJ09,sugar,6339,20.4,2.19,,0.13,1.93,2.45,5.94,0,,1.46,0,2.87,0,7.11,,0.55,6.04,8.19,7.74,14.36,,0.86,12.67,16.06,5.99
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,JJ10,syrup,6339,7.7,2.89,,0.3,2.3,3.47,10.38,0,,38.32,0,75.3,0,0,,2.52,0,4.95,0,18.92,,2.64,13.73,24.12,13.95
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,JJ11,seeds_shelled,6339,2.2,0.44,E,0.08,0.29,0.59,18.18,0,,282.65,0,555.33,0,0,,9.41,0,18.49,0,0,,3.92,0,7.7,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,JJ12,nuts,6339,7.1,1.55,,0.17,1.22,1.88,10.97,0,,5.66,0,11.11,0,0,,0.62,0,1.22,0,4.07,E,1.23,1.65,6.49,30.22
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,JJ13,chewing gum,6339,1.1,0.07,E,0.02,0.03,0.1,28.57,0,,118.91,0,233.62,0,0,,65.94,0,129.56,0,0,,14.72,0,28.92,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,JJ15,candy,6339,15.8,4.53,,0.36,3.83,5.23,7.95,0,,2.47,0,4.86,0,11.75,,1.05,9.69,13.81,8.94,24.03,,1.64,20.81,27.25,6.82
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,KK01,alcoholic drinks_beer,6339,0.5,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,KK02,alcoholic drinks_wine,6339,0.7,,F,,,,47.62,0,,2131.95,0,4188.68,0,0,,622.12,0,1222.29,0,0,,621.73,0,1221.53,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,KK04,coffee,6339,5.5,12.53,,1.34,9.9,15.16,10.69,0,,245.63,0,482.59,0,0,,22.49,0,44.19,0,,F,,,,35.43
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,KK05,soft drinks,6339,16.3,64.46,,3.51,57.56,71.36,5.45,0,,84.32,0,165.67,0,301.22,,23.29,255.46,346.98,7.73,390.39,,23.37,344.48,436.3,5.99
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,KK06,tea,6339,10.2,32.57,,2.41,27.84,37.3,7.4,0,,246.38,0,484.06,0,,F,,,,125.16,268.79,,20.59,228.34,309.25,7.66
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,KK07,plant-based beverages,6339,3.1,7.42,,1.04,5.37,9.47,14.02,0,,244.46,0,480.3,0,0,,84.19,0,165.42,0,0,,35.58,0,69.9,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,LL01,cereals_mixed,6339,0.5,0.48,E,0.15,0.19,0.78,31.25,0,,741.05,0,1455.96,0,0,,226.5,0,445.02,0,0,,176.17,0,346.13,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,LL02,desserts,6339,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,LL03,dinners_cereal + vegetable + meat,6339,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,LL04,dinners_meat or poultry + vegetable,6339,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,LL05,formulae_milk base,6339,0.7,2.77,E,0.73,1.33,4.2,26.35,0,,4923.5,0,9673.3,0,0,,1918.69,0,3769.69,0,0,,1600.53,0,3144.59,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,LL06,formulae_soya base,6339,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,LL07,fruit_apple or peach,6339,0.4,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,LL08,meat_poultry or eggs,6339,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,LL09,vegetables,6339,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,MM01,popcorn_microwave,6339,8,2.25,,0.21,1.85,2.66,9.33,0,,8.79,0,17.27,0,0,,1.76,0,3.46,0,9.47,,1.05,7.4,11.53,11.09
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,MM02,frozen entrees,6339,0.7,,F,,,,43.96,0,,2822.13,0,5544.7,0,0,,862.17,0,1693.92,0,0,,767.1,0,1507.14,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,NN01,pizza,6339,15.3,27.54,,2.07,23.47,31.62,7.52,0,,43.38,0,85.24,0,83,,10.68,62.03,103.97,12.87,204.79,,18.25,168.93,240.64,8.91
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,NN02,french fries,6339,11.5,8.16,,0.52,7.14,9.19,6.37,0,,33.06,0,64.96,0,26.55,E,4.91,16.9,36.2,18.49,66.01,,3.98,58.2,73.82,6.03
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,NN03,hamburger,6339,6.9,12.96,,1.29,10.42,15.5,9.95,0,,87.87,0,172.63,0,0,,27.82,0,54.65,0,107.9,,15.44,77.56,138.24,14.31
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,NN04,chicken burger,6339,1.1,2.17,E,0.38,1.43,2.91,17.51,0,,1377.65,0,2706.7,0,0,,549.56,0,1079.73,0,0,,94.42,0,185.5,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,NN05,hot dogs,6339,5.9,6.66,,0.63,5.43,7.9,9.46,0,,130.84,0,257.05,0,0,,18.31,0,35.98,0,,F,,,,36.23
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,NN06,chicken nuggets,6339,5.3,5.32,,0.54,4.27,6.37,10.15,0,,100.83,0,198.11,0,0,,13.89,0,27.28,0,,F,,,,42.13
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,NN07,chow mein,6339,0.4,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,NN08,fried rice,6339,1.9,3.48,E,0.66,2.18,4.79,18.97,0,,4528.35,0,8896.94,0,0,,331.12,0,650.55,0,0,,113.78,0,223.54,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,NN09,prepared breakfast sandwiches,6339,1.7,2.73,E,0.56,1.63,3.82,20.51,0,,2497.89,0,4907.65,0,0,,185,0,363.48,0,0,,63.19,0,124.14,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,NN10,fast food sandwiches,6339,26.3,43.94,,1.98,40.06,47.83,4.51,0,,35.86,0,70.45,0,161.88,,5.84,150.4,173.36,3.61,230.56,,6.75,217.29,243.82,2.93
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,PP01,condiments,6339,13.1,3.4,,0.31,2.78,4.01,9.12,0,,1.33,0,2.61,0,5.2,E,1.3,2.64,7.76,25,18.87,,2.65,13.67,24.07,14.04
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,PP02,salt,6339,39.9,0.35,,0.02,0.32,0.38,5.71,0,,0.02,0,0.04,0,1.12,,0.07,0.99,1.25,6.25,1.76,,0.1,1.57,1.95,5.68
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,PP03,baking powder,6339,2.9,0.03,,0,0.02,0.04,0,0,,4.01,0,7.87,0,0,,0.51,0,1,0,0,,0.17,0,0.34,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,PP04,yeast,6339,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,PP05,vanilla extract,6339,2.9,0,,0,0,0,0,0,,0.17,0,0.33,0,0,,0.03,0,0.06,0,0,,0.01,0,0.02,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,PP06,herbs and spices,6339,16.6,0.08,,0.01,0.06,0.11,12.5,0,,0.04,0,0.08,0,0.11,,0.01,0.08,0.14,9.09,0.37,E,0.07,0.23,0.5,18.92
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,PP07,soya sauce,6339,4.2,0.36,,0.05,0.27,0.45,13.89,0,,13.76,0,27.03,0,0,,2.79,0,5.49,0,0,,0.67,0,1.32,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,PP09,tap water_sample area,6339,73.5,477.5,,11.31,455.27,499.72,2.37,296.2,,16.22,264.33,328.07,5.48,1184.1,,26.96,1131.13,1237.06,2.28,1622.74,,63.21,1498.55,1746.92,3.9
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),1-18 yr,PP10,water_natural spring,6339,27.2,187.29,,8.07,171.44,203.14,4.31,0,,66.75,0,131.15,0,622.47,,47.75,528.66,716.28,7.67,1001.69,,44.94,913.39,1089.99,4.49
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,AA01,milk_whole,13331,18.5,19.06,,1.9,15.33,22.8,9.97,0,,2.05,0,4.04,0,23.08,,2.6,17.97,28.18,11.27,97.52,E,16.23,65.63,129.41,16.64
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,AA02,milk_2%,13331,42.2,66.06,,2.47,61.21,70.91,3.74,0,,2.37,0,4.66,0,243.98,,8.37,227.53,260.43,3.43,371.07,,17.74,336.22,405.92,4.78
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,AA03,milk_1%,13331,23.3,31.33,,1.57,28.24,34.42,5.01,0,,3.91,0,7.68,0,78.68,,7.88,63.21,94.16,10.02,243.96,,11.75,220.88,267.05,4.82
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,AA04,milk_skim,13331,15.9,14.34,,0.99,12.39,16.29,6.9,0,,1.84,0,3.62,0,10.58,E,2.55,5.57,15.59,24.1,39.14,,3.43,32.4,45.88,8.76
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,AA05,evaporated milk_canned,13331,0.6,,F,,,,56.25,0,,4988.31,0,9800.63,0,0,,1642.57,0,3227.18,0,0,,795.69,0,1563.31,0
All people,Adults(19+ yr)_Children (1-18 yr)_(M+F),19+ yr,AA06,cream,13331,21,7.5,,0.49,6.54,8.47,6.53,0,,2.03,0,4,0,23.61,,1.55,20.56,26.65,6.57,40.34,,2.52,35.4,45.28,6.25
