Population_group,Population_Categorisation,population,TDS_FC_Code,TDS_FC_label,NumRespondents,PercentConsumers,Mean_grams_per_kilogrambodyweight_per_day,Mean_flag,Mean_SE,Mean_LCL,Mean_UCL,Mean_CV,P50,P50_flag,P50_SE,P50_LCL,P50_UCL,P50_CV,P90,P90_flag,P90_SE,P90_LCL,P90_UCL,P90_CV,P95,P95_flag,P95_SE,P95_LCL,P95_UCL,P95_CV
Consumers only,Total population (1+)_(M_F separately),1+ yr M,AA12,butter,9371,17.5,0.19,,0.01,0.17,0.2,5.26,0.12,,0,0.11,0.13,0,0.39,,0.02,0.36,0.42,5.13,0.52,,0.03,0.45,0.58,5.77
Consumers only,Total population (1+)_(M_F separately),1+ yr M,AA13,chocolate milk_1%,9371,4,6.94,,0.34,6.28,7.6,4.9,5.69,,0.24,5.22,6.16,4.22,14.78,,1.15,12.52,17.04,7.78,16.87,,1.15,14.61,19.13,6.82
Consumers only,Total population (1+)_(M_F separately),1+ yr M,AA14,buttermilk 1%,9371,0.3,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Total population (1+)_(M_F separately),1+ yr M,BB01,beef_steak,9371,9,1.85,,0.09,1.68,2.02,4.86,1.61,,0.09,1.44,1.79,5.59,3.17,,0.16,2.86,3.48,5.05,4.03,,0.26,3.52,4.55,6.45
Consumers only,Total population (1+)_(M_F separately),1+ yr M,BB02,beef_roast,9371,4.7,1.6,,0.13,1.34,1.85,8.13,1.08,,0.11,0.86,1.3,10.19,3.03,,0.42,2.2,3.85,13.86,4.21,E,1.02,2.21,6.22,24.23
Consumers only,Total population (1+)_(M_F separately),1+ yr M,BB03,beef_ground,9371,11.7,0.95,,0.06,0.83,1.06,6.32,0.67,,0.04,0.59,0.75,5.97,2.07,,0.18,1.72,2.42,8.7,2.67,,0.25,2.17,3.16,9.36
Consumers only,Total population (1+)_(M_F separately),1+ yr M,BB04,pork_fresh,9371,10.7,1.58,,0.11,1.36,1.8,6.96,1.07,,0.06,0.95,1.18,5.61,3.4,,0.36,2.69,4.11,10.59,5.71,,0.79,4.16,7.26,13.84
Consumers only,Total population (1+)_(M_F separately),1+ yr M,BB05,pork_cured,9371,9.3,0.55,,0.04,0.46,0.63,7.27,0.3,,0.02,0.27,0.34,6.67,1.24,,0.12,0.99,1.48,9.68,1.89,,0.15,1.6,2.19,7.94
Consumers only,Total population (1+)_(M_F separately),1+ yr M,BB06,veal_cutlets,9371,0.7,1.27,,0.18,0.91,1.63,14.17,1,E,0.23,0.54,1.47,23,2.56,,0.42,1.74,3.38,16.41,3.28,,0.48,2.34,4.23,14.63
Consumers only,Total population (1+)_(M_F separately),1+ yr M,BB07,lamb,9371,1.1,1.3,E,0.23,0.84,1.76,17.69,0.91,,0.15,0.61,1.2,16.48,,F,,0,,53.79,3.61,E,1.07,1.5,5.71,29.64
Consumers only,Total population (1+)_(M_F separately),1+ yr M,BB08,luncheon meats_cold cuts,9371,3.1,1.09,E,0.24,0.61,1.56,22.02,0.52,E,0.11,0.3,0.74,21.15,,F,,0,,33.55,5.02,E,1.26,2.54,7.5,25.1
Consumers only,Total population (1+)_(M_F separately),1+ yr M,BB09,luncheon meats_canned,9371,0.1,0.64,E,0.15,0.34,0.94,23.44,,F,,0,,37.04,1.15,E,0.33,0.5,1.8,28.7,1.79,E,0.32,1.16,2.41,17.88
Consumers only,Total population (1+)_(M_F separately),1+ yr M,BB10,organ meats,9371,0.2,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Total population (1+)_(M_F separately),1+ yr M,BB11,wieners & sausages,9371,6.2,1.59,,0.14,1.31,1.87,8.81,0.94,,0.11,0.73,1.15,11.7,2.87,,0.36,2.16,3.59,12.54,4.55,,0.61,3.35,5.75,13.41
Consumers only,Total population (1+)_(M_F separately),1+ yr M,CC01,eggs,9371,31.2,1.08,,0.05,0.98,1.17,4.63,0.85,,0.04,0.77,0.92,4.71,2.17,,0.16,1.86,2.49,7.37,3.14,,0.25,2.64,3.64,7.96
Consumers only,Total population (1+)_(M_F separately),1+ yr M,CC02,poultry_chicken & turkey,9371,31.3,2.04,,0.08,1.89,2.2,3.92,1.49,,0.06,1.38,1.6,4.03,4.31,,0.27,3.77,4.85,6.26,6.09,,0.44,5.22,6.96,7.22
Consumers only,Total population (1+)_(M_F separately),1+ yr M,CC03,poultry_liver pate,9371,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Total population (1+)_(M_F separately),1+ yr M,DD01,fish_marine,9371,8.6,1.97,,0.09,1.8,2.15,4.57,1.66,,0.09,1.48,1.83,5.42,3.81,,0.25,3.32,4.31,6.56,4.58,,0.64,3.32,5.84,13.97
Consumers only,Total population (1+)_(M_F separately),1+ yr M,DD02,fish_fresh water,9371,1.5,2.21,,0.31,1.6,2.82,14.03,1.36,E,0.25,0.86,1.86,18.38,4.03,E,1.31,1.45,6.61,32.51,,F,,0,,35.26
Consumers only,Total population (1+)_(M_F separately),1+ yr M,DD03,fish_canned,9371,1.8,1.27,,0.14,1.01,1.54,11.02,1.11,,0.13,0.86,1.37,11.71,2.44,,0.26,1.93,2.95,10.66,2.63,E,0.72,1.21,4.05,27.38
Consumers only,Total population (1+)_(M_F separately),1+ yr M,DD04,shellfish,9371,4.4,1.01,,0.1,0.81,1.2,9.9,0.52,,0.08,0.36,0.68,15.38,2.78,,0.37,2.06,3.5,13.31,3.88,,0.46,2.97,4.78,11.86
Consumers only,Total population (1+)_(M_F separately),1+ yr M,EE01,soups_meat_canned,9371,2.4,4.33,,0.4,3.54,5.12,9.24,3.4,,0.33,2.76,4.04,9.71,7.55,,0.97,5.65,9.44,12.85,11.27,E,1.96,7.42,15.12,17.39
Consumers only,Total population (1+)_(M_F separately),1+ yr M,EE02,soups_creamed_canned,9371,2.3,3.36,,0.31,2.75,3.98,9.23,2.75,,0.35,2.05,3.44,12.73,6.9,,0.6,5.71,8.08,8.7,7.92,,0.96,6.04,9.81,12.12
Consumers only,Total population (1+)_(M_F separately),1+ yr M,EE03,soups_broth_canned,9371,12.8,2.48,,0.14,2.21,2.75,5.65,1.84,,0.12,1.61,2.07,6.52,5.84,,0.48,4.9,6.78,8.22,7.52,,0.61,6.33,8.71,8.11
Consumers only,Total population (1+)_(M_F separately),1+ yr M,EE04,soups_dehydrated,9371,2.9,2.4,,0.28,1.86,2.94,11.67,,F,,0,,57.29,5.2,,0.75,3.72,6.67,14.42,6.61,E,2.14,2.41,10.81,32.38
Consumers only,Total population (1+)_(M_F separately),1+ yr M,FF01,bread_white,9371,24,1.29,,0.05,1.2,1.39,3.88,0.93,,0.03,0.87,0.99,3.23,2.75,,0.18,2.4,3.1,6.55,3.44,,0.28,2.89,3.98,8.14
Consumers only,Total population (1+)_(M_F separately),1+ yr M,FF02,bread_whole wheat,9371,13.8,1.18,,0.04,1.1,1.26,3.39,0.86,,0.02,0.81,0.9,2.33,2.28,,0.16,1.98,2.59,7.02,2.98,,0.15,2.67,3.28,5.03
Consumers only,Total population (1+)_(M_F separately),1+ yr M,FF03,bread_rye,9371,2.9,0.75,,0.06,0.64,0.86,8,0.57,,0.05,0.48,0.67,8.77,1.41,,0.14,1.14,1.68,9.93,1.81,,0.2,1.41,2.21,11.05
Consumers only,Total population (1+)_(M_F separately),1+ yr M,FF04,cake,9371,9.4,1.31,,0.06,1.18,1.43,4.58,0.84,,0.05,0.75,0.94,5.95,2.74,,0.19,2.37,3.11,6.93,3.86,,0.28,3.31,4.4,7.25
Consumers only,Total population (1+)_(M_F separately),1+ yr M,FF05,cereal_cooked wheat,9371,0.2,6.97,E,1.66,3.71,10.22,23.82,,F,,0,,48.13,16.82,E,4.16,8.65,25,24.73,16.89,E,5.3,6.48,27.3,31.38
Consumers only,Total population (1+)_(M_F separately),1+ yr M,FF06,cereal_corn,9371,2.6,0.57,,0.04,0.49,0.65,7.02,0.44,,0.03,0.38,0.51,6.82,1.13,,0.14,0.87,1.4,12.39,1.51,,0.22,1.08,1.94,14.57
Consumers only,Total population (1+)_(M_F separately),1+ yr M,FF07,cereals_oatmeal,9371,8.6,3.87,,0.2,3.49,4.26,5.17,2.87,,0.19,2.51,3.24,6.62,8.39,,0.82,6.79,9.99,9.77,12.96,,0.98,11.03,14.89,7.56
Consumers only,Total population (1+)_(M_F separately),1+ yr M,FF08,cereals_rice & bran,9371,4.3,0.63,,0.04,0.55,0.72,6.35,0.49,,0.04,0.4,0.57,8.16,1.31,,0.11,1.08,1.53,8.4,1.54,E,0.27,1.01,2.08,17.53
Consumers only,Total population (1+)_(M_F separately),1+ yr M,FF09,cookies,9371,20.3,0.69,,0.03,0.63,0.74,4.35,0.42,,0.02,0.38,0.45,4.76,1.43,,0.09,1.26,1.59,6.29,2.07,,0.11,1.85,2.29,5.31
Consumers only,Total population (1+)_(M_F separately),1+ yr M,FF10,crackers,9371,12.7,0.55,,0.03,0.49,0.62,5.45,0.28,,0.02,0.24,0.32,7.14,1.35,,0.11,1.13,1.57,8.15,1.91,,0.15,1.6,2.21,7.85
Consumers only,Total population (1+)_(M_F separately),1+ yr M,FF11,danish_donuts & croissants,9371,7.1,1.43,,0.07,1.29,1.57,4.9,1.13,,0.07,0.99,1.27,6.19,2.69,,0.24,2.22,3.15,8.92,3.8,,0.28,3.25,4.35,7.37
Consumers only,Total population (1+)_(M_F separately),1+ yr M,FF12,flour_white (wheat),9371,14.4,0.31,,0.02,0.28,0.35,6.45,0.15,,0.01,0.12,0.17,6.67,0.79,,0.07,0.65,0.93,8.86,1.19,,0.08,1.04,1.34,6.72
Consumers only,Total population (1+)_(M_F separately),1+ yr M,FF13,muffins,9371,7.2,1.83,,0.1,1.63,2.02,5.46,1.45,,0.07,1.31,1.59,4.83,3.7,,0.51,2.7,4.7,13.78,4.83,,0.47,3.91,5.75,9.73
Consumers only,Total population (1+)_(M_F separately),1+ yr M,FF14,pancakes & waffles,9371,3.1,1.92,,0.12,1.69,2.15,6.25,1.48,,0.1,1.28,1.68,6.76,3.69,,0.34,3.01,4.36,9.21,4.64,,0.52,3.61,5.67,11.21
Consumers only,Total population (1+)_(M_F separately),1+ yr M,FF15,pasta_mixed dishes,9371,4.8,5.3,,0.31,4.7,5.9,5.85,3.82,,0.3,3.22,4.42,7.85,10.69,,0.89,8.93,12.45,8.33,14.32,,0.94,12.47,16.16,6.56
Consumers only,Total population (1+)_(M_F separately),1+ yr M,FF16,pasta_plain,9371,18,2.58,,0.11,2.37,2.8,4.26,1.95,,0.12,1.71,2.2,6.15,5.89,,0.38,5.14,6.63,6.45,7.79,,0.44,6.93,8.66,5.65
Consumers only,Total population (1+)_(M_F separately),1+ yr M,FF17,pie_apple,9371,1.2,1.3,,0.18,0.96,1.65,13.85,0.84,E,0.24,0.36,1.31,28.57,,F,,0,,37.8,,F,,0,,43.14
Consumers only,Total population (1+)_(M_F separately),1+ yr M,FF18,pie_other,9371,2.3,1.9,,0.23,1.45,2.35,12.11,1.38,,0.13,1.13,1.63,9.42,3.58,E,1.15,1.31,5.85,32.12,6.7,E,1.24,4.27,9.13,18.51
Consumers only,Total population (1+)_(M_F separately),1+ yr M,FF19,rice,9371,24.5,2.77,,0.1,2.58,2.97,3.61,2.05,,0.07,1.9,2.19,3.41,5.68,,0.33,5.04,6.32,5.81,7.98,,0.47,7.06,8.91,5.89
Consumers only,Total population (1+)_(M_F separately),1+ yr M,FF20,buns & rolls,9371,3.1,0.89,,0.05,0.79,0.99,5.62,0.65,,0.06,0.52,0.77,9.23,1.5,,0.16,1.18,1.81,10.67,2.13,,0.25,1.63,2.62,11.74
Consumers only,Total population (1+)_(M_F separately),1+ yr M,FF21,breads_other,9371,14.9,1.7,,0.08,1.54,1.85,4.71,1.22,,0.04,1.14,1.3,3.28,3.33,,0.3,2.74,3.92,9.01,4.95,,0.43,4.11,5.79,8.69
Consumers only,Total population (1+)_(M_F separately),1+ yr M,GG01,baked beans_canned,9371,1.1,2.68,,0.41,1.88,3.48,15.3,1.72,E,0.51,0.72,2.72,29.65,4.65,E,0.94,2.8,6.5,20.22,,F,,0,,46.13
Consumers only,Total population (1+)_(M_F separately),1+ yr M,GG02,beans_string,9371,6.9,0.84,,0.08,0.69,0.99,9.52,0.54,,0.08,0.37,0.71,14.81,2.16,,0.24,1.68,2.64,11.11,2.52,,0.2,2.12,2.92,7.94
Consumers only,Total population (1+)_(M_F separately),1+ yr M,GG03,beets,9371,1,0.89,,0.13,0.64,1.15,14.61,0.56,E,0.12,0.32,0.81,21.43,1.81,E,0.5,0.82,2.79,27.62,2.8,E,0.49,1.84,3.75,17.5
Consumers only,Total population (1+)_(M_F separately),1+ yr M,GG04,broccoli,9371,8.7,1.15,,0.06,1.03,1.27,5.22,0.76,,0.06,0.63,0.89,7.89,2.43,,0.19,2.07,2.79,7.82,3.57,,0.26,3.05,4.09,7.28
Consumers only,Total population (1+)_(M_F separately),1+ yr M,GG05,cabbage,9371,9.7,0.83,,0.11,0.61,1.06,13.25,0.37,,0.06,0.25,0.49,16.22,1.88,,0.25,1.39,2.37,13.3,2.66,E,0.8,1.09,4.23,30.08
Consumers only,Total population (1+)_(M_F separately),1+ yr M,GG06,carrots,9371,26.6,0.66,,0.04,0.58,0.73,6.06,0.28,,0.03,0.23,0.34,10.71,1.62,,0.14,1.35,1.89,8.64,2.42,,0.14,2.15,2.7,5.79
Consumers only,Total population (1+)_(M_F separately),1+ yr M,GG07,cauliflowers,9371,3,0.86,,0.12,0.63,1.1,13.95,0.52,,0.06,0.4,0.65,11.54,1.81,E,0.41,1.01,2.6,22.65,2.76,E,0.86,1.08,4.44,31.16
Consumers only,Total population (1+)_(M_F separately),1+ yr M,GG08,celery,9371,17.3,0.22,,0.02,0.18,0.25,9.09,0.11,,0.01,0.1,0.12,9.09,0.45,,0.07,0.31,0.58,15.56,0.8,,0.1,0.6,0.99,12.5
Consumers only,Total population (1+)_(M_F separately),1+ yr M,GG09,corn,9371,6.5,1.31,,0.09,1.13,1.48,6.87,0.91,,0.1,0.71,1.11,10.99,3.03,,0.21,2.62,3.43,6.93,3.44,,0.3,2.85,4.03,8.72
Consumers only,Total population (1+)_(M_F separately),1+ yr M,GG10,cucumbers,9371,13.9,0.85,,0.06,0.73,0.96,7.06,0.37,,0.03,0.31,0.43,8.11,2.02,,0.19,1.65,2.39,9.41,3.39,,0.37,2.66,4.13,10.91
Consumers only,Total population (1+)_(M_F separately),1+ yr M,GG11,lettuce,9371,18.1,0.61,,0.03,0.55,0.67,4.92,0.41,,0.02,0.38,0.45,4.88,1.38,,0.09,1.2,1.57,6.52,1.85,,0.15,1.57,2.14,8.11
Consumers only,Total population (1+)_(M_F separately),1+ yr M,GG12,mushrooms,9371,6.9,0.47,,0.05,0.37,0.57,10.64,0.23,,0.03,0.17,0.28,13.04,1.1,E,0.2,0.71,1.5,18.18,1.81,,0.26,1.3,2.32,14.36
Consumers only,Total population (1+)_(M_F separately),1+ yr M,GG13,onions,9371,38.3,0.36,,0.01,0.33,0.39,2.78,0.21,,0.01,0.19,0.24,4.76,0.81,,0.05,0.72,0.91,6.17,1.26,,0.09,1.08,1.44,7.14
Consumers only,Total population (1+)_(M_F separately),1+ yr M,GG14,peas,9371,7,0.63,,0.05,0.52,0.74,7.94,0.33,,0.04,0.24,0.41,12.12,1.27,,0.13,1.01,1.53,10.24,2.03,,0.2,1.64,2.41,9.85
Consumers only,Total population (1+)_(M_F separately),1+ yr M,GG15,peppers,9371,15.7,0.56,,0.04,0.48,0.64,7.14,0.24,,0.03,0.18,0.29,12.5,1.27,,0.1,1.07,1.48,7.87,2.01,,0.27,1.48,2.54,13.43
Consumers only,Total population (1+)_(M_F separately),1+ yr M,GG16,potatoes_boiled,9371,17.7,1.99,,0.12,1.76,2.22,6.03,1.29,,0.1,1.09,1.48,7.75,4.28,,0.21,3.87,4.69,4.91,6.3,,0.58,5.17,7.44,9.21
Consumers only,Total population (1+)_(M_F separately),1+ yr M,GG17,potatoes_chips,9371,11,0.75,,0.06,0.63,0.87,8,0.4,,0.02,0.35,0.45,5,1.48,E,0.31,0.87,2.08,20.95,2.97,,0.3,2.38,3.56,10.1
Consumers only,Total population (1+)_(M_F separately),1+ yr M,GG18,rutabaga,9371,1,0.72,,0.1,0.53,0.92,13.89,0.45,E,0.08,0.29,0.61,17.78,1.45,E,0.4,0.66,2.23,27.59,2.24,E,0.61,1.04,3.44,27.23
Consumers only,Total population (1+)_(M_F separately),1+ yr M,GG19,vegetable juice_canned,9371,3.1,4.03,,0.3,3.44,4.62,7.44,3.09,,0.31,2.49,3.69,10.03,6.58,E,1.11,4.41,8.75,16.87,10.37,,1.52,7.39,13.36,14.66
Consumers only,Total population (1+)_(M_F separately),1+ yr M,GG20,tomatoes,9371,19.1,1.07,,0.07,0.93,1.21,6.54,0.56,,0.05,0.47,0.65,8.93,2.27,,0.19,1.9,2.65,8.37,3.57,,0.5,2.59,4.56,14.01
Consumers only,Total population (1+)_(M_F separately),1+ yr M,GG21,tomatoes and tomato sauce_canned,9371,15,1.97,,0.09,1.79,2.14,4.57,1.4,,0.08,1.25,1.54,5.71,4.32,,0.35,3.63,5.02,8.1,5.68,,0.37,4.95,6.41,6.51
Consumers only,Total population (1+)_(M_F separately),1+ yr M,GG22,spinach,9371,5.9,0.52,,0.05,0.42,0.61,9.62,0.24,E,0.05,0.15,0.34,20.83,1.22,,0.13,0.96,1.48,10.66,1.71,,0.21,1.29,2.12,12.28
Consumers only,Total population (1+)_(M_F separately),1+ yr M,GG23,asparagus,9371,1.9,1.08,,0.12,0.85,1.31,11.11,0.93,,0.11,0.73,1.14,11.83,2.11,,0.27,1.59,2.64,12.8,,F,,0,,39.68
Consumers only,Total population (1+)_(M_F separately),1+ yr M,GG24,brussel sprouts,9371,0.4,0.96,,0.12,0.73,1.19,12.5,0.82,E,0.15,0.52,1.12,18.29,,F,,0,,83.13,,F,,0,,111.11
Consumers only,Total population (1+)_(M_F separately),1+ yr M,GG26,potatoes_baked,9371,5.2,2.35,,0.13,2.1,2.61,5.53,2.04,,0.17,1.71,2.38,8.33,3.95,,0.45,3.06,4.83,11.39,5.04,,0.75,3.56,6.52,14.88
Consumers only,Total population (1+)_(M_F separately),1+ yr M,GG27,corn chips,9371,4.4,0.83,,0.1,0.63,1.03,12.05,0.51,,0.06,0.4,0.62,11.76,2.01,E,0.37,1.28,2.75,18.41,2.53,E,0.56,1.42,3.63,22.13
Consumers only,Total population (1+)_(M_F separately),1+ yr M,HH01,apple juice_canned,9371,6.3,7.69,,0.51,6.7,8.69,6.63,4.97,,0.62,3.75,6.18,12.47,14.56,,0.84,12.9,16.22,5.77,19.29,,1.53,16.29,22.3,7.93
Consumers only,Total population (1+)_(M_F separately),1+ yr M,HH02,applesauce_canned,9371,2.5,3.88,,0.34,3.2,4.55,8.76,2.31,E,0.54,1.25,3.36,23.38,8.33,,0.57,7.22,9.45,6.84,9.88,,0.65,8.6,11.16,6.58
Consumers only,Total population (1+)_(M_F separately),1+ yr M,HH03,apples,9371,21.6,3.22,,0.12,3,3.45,3.73,2.37,,0.05,2.27,2.46,2.11,6.01,,0.38,5.27,6.76,6.32,9.29,,0.48,8.35,10.23,5.17
Consumers only,Total population (1+)_(M_F separately),1+ yr M,HH04,bananas,9371,27.1,1.93,,0.05,1.84,2.02,2.59,1.46,,0.02,1.42,1.5,1.37,3.42,,0.16,3.1,3.74,4.68,5.4,,0.32,4.78,6.02,5.93
Consumers only,Total population (1+)_(M_F separately),1+ yr M,HH05,blueberries,9371,5,1.21,,0.12,0.98,1.43,9.92,0.65,,0.08,0.5,0.8,12.31,3.25,,0.34,2.58,3.92,10.46,4.14,,0.65,2.85,5.43,15.7
Consumers only,Total population (1+)_(M_F separately),1+ yr M,HH06,cherries,9371,1.6,1.36,,0.18,1.02,1.71,13.24,1,E,0.24,0.54,1.46,24,2.58,E,0.44,1.71,3.45,17.05,3.94,,0.56,2.84,5.05,14.21
Consumers only,Total population (1+)_(M_F separately),1+ yr M,HH07,citrus fruit_raw,9371,18.5,1.77,,0.08,1.6,1.93,4.52,1.37,,0.08,1.21,1.54,5.84,3.72,,0.2,3.33,4.1,5.38,4.98,,0.34,4.31,5.65,6.83
Consumers only,Total population (1+)_(M_F separately),1+ yr M,HH08,citrus juice_frozen,9371,0.9,5.15,,0.65,3.86,6.43,12.62,3.25,E,0.62,2.04,4.46,19.08,10.93,,1.55,7.88,13.98,14.18,,F,,0,,41.76
Consumers only,Total population (1+)_(M_F separately),1+ yr M,HH09,citrus juice_canned,9371,16.1,4.12,,0.15,3.83,4.41,3.64,3.16,,0.1,2.96,3.35,3.16,8.06,,0.6,6.88,9.24,7.44,12.23,,0.65,10.96,13.5,5.31
Consumers only,Total population (1+)_(M_F separately),1+ yr M,HH10,grape juice_bottled,9371,1,4.08,E,0.77,2.57,5.6,18.87,3.94,E,1.12,1.75,6.14,28.43,,F,,0,,36.12,11.5,E,3.77,4.09,18.91,32.78
Consumers only,Total population (1+)_(M_F separately),1+ yr M,HH11,grapes,9371,7.9,1.56,,0.1,1.37,1.76,6.41,0.94,,0.12,0.7,1.19,12.77,3.88,,0.24,3.41,4.36,6.19,4.94,,0.35,4.25,5.64,7.09
Consumers only,Total population (1+)_(M_F separately),1+ yr M,HH12,melons,9371,4.4,5.05,,0.46,4.14,5.95,9.11,2.24,,0.35,1.54,2.93,15.63,11.99,,1.55,8.95,15.04,12.93,16.22,,2.64,11.04,21.41,16.28
Consumers only,Total population (1+)_(M_F separately),1+ yr M,HH13,peaches,9371,2.2,2.98,,0.32,2.34,3.61,10.74,1.85,,0.21,1.43,2.27,11.35,6.01,E,1.35,3.35,8.66,22.46,9.43,E,1.98,5.54,13.32,21
Consumers only,Total population (1+)_(M_F separately),1+ yr M,HH14,pears,9371,3.3,3.08,,0.2,2.68,3.48,6.49,2.56,,0.1,2.36,2.76,3.91,6.35,,0.96,4.46,8.24,15.12,8.19,,0.92,6.37,10,11.23
Consumers only,Total population (1+)_(M_F separately),1+ yr M,HH15,pineapple,9371,2.4,1.18,,0.12,0.95,1.41,10.17,0.85,,0.1,0.65,1.04,11.76,1.94,E,0.42,1.11,2.77,21.65,,F,,0,,42.14
Consumers only,Total population (1+)_(M_F separately),1+ yr M,HH16,plums and prunes,9371,1.3,1.16,,0.18,0.81,1.51,15.52,0.79,,0.09,0.61,0.97,11.39,2.25,E,0.74,0.8,3.7,32.89,,F,,0,,44.77
Consumers only,Total population (1+)_(M_F separately),1+ yr M,HH17,raisins,9371,2.5,0.41,,0.05,0.31,0.51,12.2,0.18,,0.02,0.14,0.22,11.11,1.08,E,0.2,0.69,1.48,18.52,1.71,,0.24,1.24,2.17,14.04
Consumers only,Total population (1+)_(M_F separately),1+ yr M,HH18,raspberries,9371,2.4,1.11,,0.18,0.76,1.46,16.22,0.43,E,0.09,0.25,0.61,20.93,2.62,E,0.78,1.1,4.15,29.77,4.8,E,1.37,2.11,7.49,28.54
Consumers only,Total population (1+)_(M_F separately),1+ yr M,HH19,strawberries,9371,6.7,1.44,,0.09,1.27,1.61,6.25,0.85,,0.07,0.72,0.99,8.24,3,,0.25,2.5,3.5,8.33,4.43,,0.41,3.63,5.24,9.26
Consumers only,Total population (1+)_(M_F separately),1+ yr M,HH20,kiwi fruit,9371,1,1.58,E,0.27,1.05,2.1,17.09,0.85,E,0.2,0.45,1.25,23.53,4.43,,0.62,3.22,5.64,14,5.24,E,1.18,2.92,7.56,22.52
Consumers only,Total population (1+)_(M_F separately),1+ yr M,HH21,apricot,9371,0.2,,F,,0,,34.55,,F,,0,,41.67,,F,,0,,36.52,2.45,E,0.51,1.44,3.45,20.82
Consumers only,Total population (1+)_(M_F separately),1+ yr M,HH22,fruit drinks (cocktails),9371,9.4,6.89,,0.48,5.95,7.84,6.97,4.49,,0.29,3.93,5.05,6.46,15.68,,1.99,11.77,19.59,12.69,20.8,,1.42,18,23.6,6.83
Consumers only,Total population (1+)_(M_F separately),1+ yr M,II01,cooking fats & salad oils,9371,30.3,0.14,,0.01,0.13,0.15,7.14,0.08,,0,0.07,0.09,0,0.33,,0.02,0.29,0.37,6.06,0.45,,0.03,0.4,0.5,6.67
Consumers only,Total population (1+)_(M_F separately),1+ yr M,II02,margarine,9371,24.1,0.17,,0.01,0.16,0.18,5.88,0.11,,0.01,0.1,0.12,9.09,0.38,,0.02,0.35,0.41,5.26,0.5,,0.02,0.45,0.55,4
Consumers only,Total population (1+)_(M_F separately),1+ yr M,II04,mayonnaise,9371,5.2,0.3,E,0.05,0.2,0.4,16.67,0.17,,0.01,0.15,0.19,5.88,,F,,0,,44,,F,,0,,47.92
Consumers only,Total population (1+)_(M_F separately),1+ yr M,II07,salad dressing,9371,15.6,0.38,,0.01,0.35,0.41,2.63,0.31,,0.01,0.29,0.34,3.23,0.73,,0.05,0.64,0.83,6.85,0.97,,0.05,0.87,1.07,5.15
Consumers only,Total population (1+)_(M_F separately),1+ yr M,JJ01,chocolate bars,9371,11,0.52,,0.03,0.46,0.58,5.77,0.31,,0.03,0.24,0.37,9.68,1.04,,0.06,0.92,1.17,5.77,1.67,,0.14,1.39,1.94,8.38
Consumers only,Total population (1+)_(M_F separately),1+ yr M,JJ03,gelatin dessert,9371,0.5,2.14,E,0.41,1.33,2.95,19.16,,F,,0,,59.38,5.37,E,1.33,2.76,7.97,24.77,6.64,,1.05,4.58,8.69,15.81
Consumers only,Total population (1+)_(M_F separately),1+ yr M,JJ04,honey_bottled,9371,5.2,0.25,,0.02,0.21,0.29,8,0.16,,0.02,0.11,0.2,12.5,0.57,,0.09,0.39,0.76,15.79,0.82,,0.08,0.65,0.98,9.76
Consumers only,Total population (1+)_(M_F separately),1+ yr M,JJ05,jams,9371,9,0.46,,0.05,0.37,0.55,10.87,0.25,,0.01,0.22,0.28,4,1.02,,0.12,0.78,1.27,11.76,1.41,E,0.41,0.6,2.23,29.08
Consumers only,Total population (1+)_(M_F separately),1+ yr M,JJ07,peanut butter,9371,13.3,0.5,,0.03,0.43,0.57,6,0.31,,0.01,0.29,0.34,3.23,0.96,,0.12,0.71,1.2,12.5,1.54,,0.25,1.04,2.04,16.23
Consumers only,Total population (1+)_(M_F separately),1+ yr M,JJ08,puddings,9371,1.5,2.62,,0.34,1.96,3.29,12.98,1.58,,0.22,1.16,2.01,13.92,4.62,E,1.39,1.89,7.36,30.09,8.45,E,1.72,5.06,11.83,20.36
Consumers only,Total population (1+)_(M_F separately),1+ yr M,JJ09,sugar,9371,35.4,0.17,,0.01,0.16,0.18,5.88,0.1,,0,0.1,0.11,0,0.38,,0.02,0.34,0.41,5.26,0.51,,0.03,0.44,0.57,5.88
Consumers only,Total population (1+)_(M_F separately),1+ yr M,JJ10,syrup,9371,4.6,0.74,,0.05,0.65,0.83,6.76,0.53,,0.05,0.42,0.63,9.43,1.59,,0.15,1.29,1.88,9.43,2.09,,0.2,1.69,2.49,9.57
Consumers only,Total population (1+)_(M_F separately),1+ yr M,JJ11,seeds_shelled,9371,3.7,0.32,,0.03,0.26,0.38,9.38,0.16,,0.02,0.11,0.2,12.5,0.78,,0.12,0.54,1.02,15.38,1.18,,0.14,0.9,1.47,11.86
Consumers only,Total population (1+)_(M_F separately),1+ yr M,JJ12,nuts,9371,14.1,0.57,,0.04,0.49,0.65,7.02,0.37,,0.04,0.29,0.46,10.81,1.27,,0.16,0.97,1.58,12.6,1.9,,0.21,1.49,2.31,11.05
Consumers only,Total population (1+)_(M_F separately),1+ yr M,JJ13,chewing gum,9371,0.6,0.14,,0.02,0.09,0.18,14.29,0.1,E,0.02,0.06,0.15,20,,F,,0,,34.78,,F,,0,,69.57
