Groupe_de_population,Catégorisation_population,population,EAT_AC_Code,EAT_AC_étiquette,NombreRépondants,PourcentageConsommateurs,Moy_grammes_par_kilogramme_de_poids_corporel_par_jour ,Moy_indicateur,Moy_ET,Moy_LCI,Moy_LCS,Moy_CV,C50,C50_ indicateur,C50_ET,C50_LCI,C50_LCS,C50_CV,C90,C90_ indicateur,C90_ET,C90_LCI,C90_LCS,C90_CV,C95,C95_ indicateur,C95_ET,C95_LCI,C95_LCS,C95_CV
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,GG21,Tomates en conserve et sauces tomate en conserve,4465,14,0.19,,0.02,0.15,0.23,10.53,0,,0.24,0,0.48,0,0.55,E,0.11,0.32,0.77,20,1.42,,0.13,1.16,1.67,9.15
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,GG22,Épinards,4465,7,,F,,,,33.33,0,,0.25,0,0.5,0,0,,0.02,0,0.04,0,,F,,,,33.33
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,GG23,Asperges,4465,2,,F,,,,50,0,,27.5,0,54.03,0,0,,1.38,0,2.71,0,0,,0.52,0,1.01,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,GG24,Choux de Bruxelles,4465,0.8,,F,,,,100,0,,19.02,0,37.36,0,0,,4.97,0,9.77,0,0,,3.8,0,7.46,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,GG26,Pommes de terre au four,4465,6.7,0.15,,0.02,0.11,0.2,13.33,0,,1.4,0,2.76,0,0,,0.45,0,0.89,0,1.42,E,0.36,0.71,2.12,25.35
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,GG27,Croustilles de maïs,4465,4.6,,F,,,,33.33,0,,1.29,0,2.53,0,0,,0.16,0,0.32,0,0,,0.07,0,0.13,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,HH01,Jus de pommes en conserve,4465,2.9,0.09,E,0.02,0.06,0.12,22.22,0,,17.89,0,35.16,0,0,,1.15,0,2.25,0,0,,0.67,0,1.31,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,HH02,Compote de pommes en conserve,4465,1.6,,F,,,,50,0,,35.85,0,70.44,0,0,,7.52,0,14.78,0,0,,1.87,0,3.67,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,HH03,Pommes,4465,21.8,0.52,,0.03,0.45,0.59,5.77,0,,1.07,0,2.11,0,2.37,,0.07,2.23,2.5,2.95,2.96,,0.09,2.77,3.14,3.04
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,HH04,Bananes,4465,28.3,0.42,,0.02,0.38,0.47,4.76,0,,0.51,0,1,0,1.64,,0.05,1.54,1.74,3.05,2.01,,0.06,1.89,2.13,2.99
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,HH05,Bleuets,4465,7,0.05,E,0.01,0.04,0.06,20,0,,0.52,0,1.02,0,0,,0.05,0,0.09,0,,F,,,,40.91
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,HH06,Cerises,4465,2.1,,F,,,,33.33,0,,15.56,0,30.56,0,0,,1.55,0,3.05,0,0,,0.43,0,0.85,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,HH07,Agrumes crus,4465,22.4,0.32,,0.02,0.27,0.36,6.25,0,,0.11,0,0.22,0,1.47,,0.11,1.26,1.68,7.48,2.12,,0.11,1.91,2.34,5.19
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,HH08,Jus d’agrumes surgelé,4465,0.9,,F,,,,33.33,0,,57.22,0,112.41,0,0,,21.01,0,41.28,0,0,,12.93,0,25.41,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,HH09,Jus d’agrumes en conserve,4465,14,0.37,,0.03,0.31,0.44,8.11,0,,1.7,0,3.35,0,1.45,E,0.35,0.77,2.14,24.14,3.13,,0.21,2.72,3.54,6.71
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,HH10,Jus de raisin embouteillé,4465,0.4,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,HH11,Raisins,4465,9.4,0.09,,0.01,0.07,0.11,11.11,0,,0.65,0,1.27,0,0,,0.06,0,0.11,0,0.57,,0.09,0.39,0.76,15.79
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,HH12,Melons,4465,5.3,0.15,,0.02,0.11,0.19,13.33,0,,2.88,0,5.65,0,0,,0.38,0,0.75,0,,F,,,,55.26
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,HH13,Pêches,4465,2.8,0.05,E,0.01,0.04,0.07,20,0,,6.82,0,13.4,0,0,,0.91,0,1.78,0,0,,0.45,0,0.88,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,HH14,Poires,4465,3.4,0.08,,0.01,0.05,0.1,12.5,0,,2.94,0,5.77,0,0,,0.89,0,1.75,0,0,,0.63,0,1.24,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,HH15,Ananas,4465,2.9,,F,,,,33.33,0,,10.23,0,20.1,0,0,,0.45,0,0.88,0,0,,0.23,0,0.45,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,HH16,Prunes et pruneaux,4465,2.2,,F,,,,33.33,0,,39.69,0,77.98,0,0,,0.56,0,1.11,0,0,,0.29,0,0.56,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,HH17,Raisins secs,4465,3.1,0.01,,0,0,0.01,0,0,,1.68,0,3.29,0,0,,0.09,0,0.18,0,0,,0.04,0,0.09,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,HH18,Framboises,4465,3.7,0.02,,0,0.01,0.03,0,0,,1.1,0,2.16,0,0,,0.08,0,0.15,0,0,,0.03,0,0.07,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,HH19,Fraises,4465,8.7,0.08,,0.01,0.06,0.1,12.5,0,,0.4,0,0.78,0,0,,0.1,0,0.19,0,0.59,,0.09,0.43,0.76,15.25
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,HH20,Kiwis,4465,1,0.01,,0,0,0.02,0,0,,14.09,0,27.69,0,0,,4.09,0,8.04,0,0,,2.05,0,4.03,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,HH21,Abricots,4465,0.8,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,HH22,Boisson aux fruits (cocktails),4465,6.7,0.24,,0.03,0.18,0.3,12.5,0,,2.47,0,4.86,0,0,,0.6,0,1.17,0,2.02,E,0.41,1.22,2.83,20.3
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,II01,Huiles à friture et huiles à salade,4465,29.5,0.03,,0,0.03,0.04,0,0,,0.02,0,0.03,0,0.11,,0.01,0.1,0.13,9.09,0.18,,0.01,0.16,0.21,5.56
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,II02,Margarine,4465,27.8,0.04,,0,0.04,0.05,0,0,,0.02,0,0.04,0,0.14,,0.01,0.12,0.15,7.14,0.21,,0.01,0.18,0.23,4.76
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,II04,Mayonnaise,4465,7.2,0.02,,0,0.01,0.02,0,0,,0.19,0,0.37,0,0,,0.02,0,0.04,0,,F,,,,33.33
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,II07,Vinaigrette,4465,19.7,0.08,,0.01,0.07,0.09,12.5,0,,0.12,0,0.23,0,0.32,,0.02,0.27,0.37,6.25,0.52,,0.04,0.44,0.61,7.69
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,JJ01,Barres de chocolat,4465,12.4,0.07,,0.01,0.04,0.09,14.29,0,,0.18,0,0.36,0,0.14,E,0.04,0.06,0.22,28.57,0.44,,0.04,0.37,0.52,9.09
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,JJ03,Dessert à base de gélatine,4465,0.5,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,JJ04,Miel en bouteille,4465,5.2,0.01,,0,0.01,0.01,0,0,,0.24,0,0.46,0,0,,0.03,0,0.06,0,,F,,,,40
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,JJ05,Confitures,4465,11.1,0.03,,0,0.02,0.04,0,0,,0.09,0,0.18,0,0.08,E,0.02,0.03,0.13,25,0.22,,0.02,0.18,0.25,9.09
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,JJ07,Beurre d’arachide,4465,15.2,0.05,,0,0.04,0.05,0,0,,0.11,0,0.21,0,0.18,,0.02,0.14,0.21,11.11,0.33,,0.02,0.29,0.37,6.06
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,JJ08,Pouding,4465,1.8,,F,,,,33.33,0,,48.05,0,94.41,0,0,,6.19,0,12.16,0,0,,0.73,0,1.43,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,JJ09,Sucre,4465,36.8,0.06,,0,0.05,0.07,0,0,,0.01,0,0.02,0,0.18,,0.02,0.14,0.21,11.11,0.3,,0.02,0.27,0.34,6.67
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,JJ10,Sirop,4465,4.7,0.03,,0,0.02,0.04,0,0,,1.25,0,2.45,0,0,,0.11,0,0.21,0,0,,0.04,0,0.08,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,JJ11,Graines écalées,4465,6.1,0.02,,0,0.01,0.02,0,0,,0.18,0,0.35,0,0,,0.02,0,0.05,0,0.07,E,0.02,0.03,0.12,28.57
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,JJ12,Noix,4465,18,0.1,,0.01,0.07,0.12,10,0,,0.11,0,0.22,0,0.24,E,0.05,0.14,0.35,20.83,0.64,,0.08,0.47,0.8,12.5
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,JJ13,Gomme à mâcher,4465,0.5,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,JJ15,Bonbons (réglisse et bonbons gélifiés),4465,6.4,,F,,,,33.33,0,,0.22,0,0.43,0,0,,0.03,0,0.05,0,,F,,,,37.5
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,KK01,Boissons alcoolisées_bières,4465,12.7,1.14,,0.1,0.94,1.34,8.77,0,,2.49,0,4.9,0,4.22,,0.6,3.05,5.4,14.22,8.4,,0.76,6.92,9.89,9.05
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,KK02,Boissons alcoolisées_vin,4465,17.3,0.73,,0.07,0.6,0.85,9.59,0,,1.62,0,3.17,0,3.05,,0.36,2.34,3.76,11.8,5.4,,0.36,4.7,6.09,6.67
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,KK04,Café,4465,73.2,4.88,,0.14,4.61,5.16,2.87,3.75,,0.16,3.44,4.06,4.27,11.3,,0.29,10.73,11.87,2.57,14.44,,0.65,13.16,15.71,4.5
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,KK05,Boissons gazeuses en canette,4465,23.9,1.44,,0.09,1.26,1.61,6.25,0,,1.26,0,2.49,0,5.22,,0.26,4.71,5.74,4.98,7.85,,0.4,7.07,8.64,5.1
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,KK06,Thé,4465,32.6,1.95,,0.1,1.75,2.16,5.13,0,,0.92,0,1.81,0,6.5,,0.4,5.72,7.28,6.15,10.48,,0.64,9.22,11.74,6.11
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,KK07,Boisson au soja enrichie,4465,4.7,0.13,,0.02,0.1,0.17,15.38,0,,4.27,0,8.39,0,0,,0.83,0,1.63,0,0,,0.33,0,0.64,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,LL01,Céréales mélangées,4465,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,LL02,Desserts,4465,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,LL03,Repas_céréale + légume + viande,4465,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,LL04,Repas_viande ou volaille + légumes,4465,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,LL05,Préparation pour nourrissons à base de lait,4465,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,LL06,Préparation pour nourrissons à base de soja,4465,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,LL07,Fruits_pommes ou pêche,4465,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,LL08,Viande_volaille ou œufs,4465,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,LL09,Légumes,4465,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,MM01,Maïs soufflé pour micro-ondes,4465,3.5,0.02,,0,0.01,0.03,0,0,,2.17,0,4.27,0,0,,0.19,0,0.38,0,0,,0.07,0,0.13,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,MM02,Repas surgelés,4465,0.7,0.04,E,0.01,0.01,0.06,25,0,,15.5,0,30.46,0,0,,5.61,0,11.03,0,0,,4.35,0,8.55,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,NN01,Pizza,4465,5.8,0.15,,0.02,0.11,0.19,13.33,0,,3.34,0,6.55,0,0,,0.29,0,0.56,0,,F,,,,33.33
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,NN02,Pommes de terre frites,4465,9.9,0.09,,0.01,0.07,0.11,11.11,0,,0.43,0,0.85,0,0,,0.09,0,0.17,0,0.73,,0.1,0.54,0.92,13.7
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,NN03,hamburger,4465,8.4,0.2,,0.02,0.16,0.24,10,0,,2.09,0,4.1,0,0,,0.5,0,0.97,0,2.08,,0.23,1.63,2.53,11.06
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,NN04,Hamburgers de poulet,4465,0.8,0.02,,0,0.01,0.03,0,0,,32.08,0,63.02,0,0,,10.04,0,19.72,0,0,,7.86,0,15.44,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,NN05,Hot-dogs,4465,3.5,0.06,E,0.01,0.04,0.08,16.67,0,,3.04,0,5.97,0,0,,0.91,0,1.79,0,0,,0.41,0,0.82,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,NN06,Pépites de poulet,4465,1.3,,F,,,,50,0,,9.7,0,19.05,0,0,,5.08,0,9.99,0,0,,1.87,0,3.68,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,NN07,Chow mein au bœuf pour emporter,4465,1.1,,F,,,,33.33,0,,99.55,0,195.58,0,0,,29.64,0,58.24,0,0,,15.82,0,31.08,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,NN08,Riz frit (poulet et légumes),4465,0.9,0.02,,0,0.01,0.03,0,0,,21.45,0,42.14,0,0,,8.42,0,16.54,0,0,,6.12,0,12.02,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,NN09,Sandwichs « petit-déjeuner » préparés ,4465,2.1,0.04,E,0.01,0.03,0.06,25,0,,23.19,0,45.56,0,0,,1.05,0,2.07,0,0,,0.47,0,0.93,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,NN10,Sandwichs de restauration rapide,4465,27.2,0.69,,0.04,0.62,0.76,5.8,0,,0.58,0,1.13,0,2.37,,0.11,2.15,2.6,4.64,3.47,,0.2,3.08,3.87,5.76
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,PP01,Condiments,4465,12.2,0.05,E,0.01,0.04,0.06,20,0,,0.08,0,0.16,0,0.07,E,0.02,0.02,0.12,28.57,0.29,,0.04,0.21,0.37,13.79
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,PP02,Sel,4465,41.1,0.01,,0,0.01,0.01,0,0,,0,0,0,0,0.02,,0,0.02,0.02,0,0.03,,0,0.02,0.03,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,PP03,Poudre à pâte,4465,1.9,0,,0,0,0,0,0,,0.44,0,0.86,0,0,,0.03,0,0.06,0,0,,0.01,0,0.01,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,PP04,Levure,4465,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,PP05,Extrait de vanille,4465,2.7,0,,0,0,0,0,0,,0.07,0,0.14,0,0,,0,0,0,0,0,,0,0,0,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,PP06,Fines herbes et épices,4465,21.9,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0.01,,0,0.01,0.01,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,PP07,Sauce soja,4465,4.4,0.01,,0,0,0.01,0,0,,0.21,0,0.41,0,0,,0.03,0,0.06,0,0,,0.01,0,0.03,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,PP09,Eau du robinet_zone d’échantillonnage (où les échantillons ont été achetés),4465,66.2,7.6,,0.26,7.1,8.1,3.42,3.85,,0.3,3.26,4.44,7.79,20.92,,0.64,19.66,22.18,3.06,27.39,,1.1,25.22,29.56,4.02
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,PP10,Eau de source naturelle,4465,32.5,4.08,,0.24,3.61,4.55,5.88,0,,1.25,0,2.45,0,14.89,,1.23,12.47,17.31,8.26,22.03,,0.88,20.29,23.76,3.99
Toutes les personnes,Groupes d’âge (H+F),71+ ans,AA01,Lait entier,2628,14.1,0.14,,0.02,0.1,0.17,14.29,0,,0.03,0,0.06,0,,F,,,,50,0.54,E,0.16,0.22,0.85,29.63
Toutes les personnes,Groupes d’âge (H+F),71+ ans,AA02,Lait 2 %,2628,44.5,1,,0.07,0.86,1.14,7,0,,0.03,0,0.06,0,3.62,,0.32,2.98,4.26,8.84,5.32,,0.34,4.66,5.98,6.39
Toutes les personnes,Groupes d’âge (H+F),71+ ans,AA03,Lait 1 %,2628,20.9,0.42,,0.04,0.35,0.5,9.52,0,,0.06,0,0.13,0,1.29,E,0.25,0.8,1.78,19.38,3.18,,0.36,2.47,3.89,11.32
Toutes les personnes,Groupes d’âge (H+F),71+ ans,AA04,Lait écrémé,2628,14.8,0.26,,0.03,0.19,0.32,11.54,0,,0.03,0,0.06,0,,F,,,,55.56,1.62,E,0.44,0.75,2.49,27.16
Toutes les personnes,Groupes d’âge (H+F),71+ ans,AA05,Lait évaporé en conserve,2628,1.1,0.01,,0,0,0.01,0,0,,8.5,0,16.69,0,0,,2.35,0,4.61,0,0,,1.74,0,3.41,0
Toutes les personnes,Groupes d’âge (H+F),71+ ans,AA06,Crème,2628,22.2,0.09,,0.01,0.07,0.11,11.11,0,,0.07,0,0.14,0,0.31,,0.03,0.25,0.37,9.68,0.5,,0.05,0.4,0.6,10
Toutes les personnes,Groupes d’âge (H+F),71+ ans,AA07,Crème glacée,2628,14.6,0.24,,0.03,0.19,0.29,12.5,0,,0.51,0,1,0,0.83,E,0.16,0.52,1.15,19.28,1.74,,0.17,1.41,2.06,9.77
Toutes les personnes,Groupes d’âge (H+F),71+ ans,AA08,Yogourt,2628,19.9,0.35,,0.03,0.29,0.42,8.57,0,,0.54,0,1.06,0,1.46,,0.08,1.31,1.61,5.48,2.16,,0.17,1.82,2.49,7.87
Toutes les personnes,Groupes d’âge (H+F),71+ ans,AA09,Fromage,2628,25.9,0.12,,0.01,0.1,0.14,8.33,0,,0.06,0,0.11,0,0.4,,0.03,0.33,0.46,7.5,0.75,,0.06,0.64,0.86,8
Toutes les personnes,Groupes d’âge (H+F),71+ ans,AA10,Fromage cottage,2628,1.7,0.02,,0,0.01,0.03,0,0,,6.78,0,13.31,0,0,,3.02,0,5.93,0,0,,0.84,0,1.65,0
Toutes les personnes,Groupes d’âge (H+F),71+ ans,AA11,Fromage fondu,2628,5.3,0.02,,0,0.01,0.02,0,0,,0.17,0,0.34,0,0,,0.06,0,0.12,0,,F,,,,42.86
Toutes les personnes,Groupes d’âge (H+F),71+ ans,AA12,Beurre,2628,27.7,0.05,,0,0.04,0.05,0,0,,0.03,0,0.06,0,0.15,,0.01,0.13,0.17,6.67,0.25,,0.03,0.19,0.3,12
Toutes les personnes,Groupes d’âge (H+F),71+ ans,AA13,Lait au chocolat 1 %,2628,1.9,0.07,E,0.02,0.04,0.1,28.57,0,,22.09,0,43.41,0,0,,8.12,0,15.95,0,0,,2.77,0,5.44,0
Toutes les personnes,Groupes d’âge (H+F),71+ ans,AA14,Babeurre 1 %,2628,0.2,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),71+ ans,BB01,Bifteck,2628,7.7,0.1,,0.01,0.07,0.12,10,0,,1.11,0,2.18,0,0,,0.14,0,0.27,0,0.84,E,0.14,0.57,1.11,16.67
Toutes les personnes,Groupes d’âge (H+F),71+ ans,BB02,Rôti de bœuf,2628,5.5,0.05,E,0.01,0.04,0.07,20,0,,1.21,0,2.38,0,0,,0.16,0,0.32,0,,F,,,,37.04
Toutes les personnes,Groupes d’âge (H+F),71+ ans,BB03,Bœuf haché,2628,9.4,0.07,,0.01,0.05,0.08,14.29,0,,0.22,0,0.43,0,0,,0.07,0,0.13,0,0.43,,0.07,0.3,0.57,16.28
Toutes les personnes,Groupes d’âge (H+F),71+ ans,BB04,Porc frais,2628,11.2,0.12,,0.01,0.09,0.14,8.33,0,,0.34,0,0.68,0,0.3,E,0.08,0.13,0.46,26.67,1,,0.11,0.79,1.21,11
Toutes les personnes,Groupes d’âge (H+F),71+ ans,BB05,Porc salé,2628,9.3,0.05,E,0.01,0.04,0.06,20,0,,0.25,0,0.5,0,0,,0.04,0,0.08,0,0.31,,0.05,0.21,0.42,16.13
Toutes les personnes,Groupes d’âge (H+F),71+ ans,BB06,Escalopes de veau,2628,1.5,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),71+ ans,BB07,Agneau,2628,0.7,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),71+ ans,BB08,Viandes à sandwich_viandes froides,2628,3.5,,F,,,,50,0,,12.27,0,24.11,0,0,,0.14,0,0.28,0,0,,0.09,0,0.18,0
Toutes les personnes,Groupes d’âge (H+F),71+ ans,BB09,Viandes froides en conserve,2628,0.3,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),71+ ans,BB10,Abats ,2628,0.6,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),71+ ans,BB11,Saucisses fraîches et fumées,2628,7.1,0.06,E,0.01,0.05,0.08,16.67,0,,1.09,0,2.15,0,0,,0.12,0,0.24,0,0.41,E,0.13,0.16,0.66,31.71
Toutes les personnes,Groupes d’âge (H+F),71+ ans,CC01,Œufs,2628,33.5,0.27,,0.01,0.24,0.29,3.7,0,,0.03,0,0.05,0,1.02,,0.05,0.92,1.11,4.9,1.35,,0.05,1.25,1.44,3.7
Toutes les personnes,Groupes d’âge (H+F),71+ ans,CC02,Volaille_poulet et dinde,2628,27,0.33,,0.02,0.29,0.38,6.06,0,,0.13,0,0.26,0,1.22,,0.07,1.08,1.36,5.74,1.78,,0.11,1.56,2,6.18
Toutes les personnes,Groupes d’âge (H+F),71+ ans,CC03,Pâtés de foie de volaille,2628,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),71+ ans,DD01,Poisson marin,2628,8.6,0.15,,0.02,0.12,0.18,13.33,0,,1,0,1.96,0,0,,0.21,0,0.41,0,1.33,,0.18,0.98,1.67,13.53
Toutes les personnes,Groupes d’âge (H+F),71+ ans,DD02,Poissons d’eau douce,2628,2.4,0.04,E,0.01,0.02,0.05,25,0,,11.07,0,21.75,0,0,,1.7,0,3.34,0,0,,0.45,0,0.89,0
Toutes les personnes,Groupes d’âge (H+F),71+ ans,DD03,Poisson en conserve,2628,1.8,0.02,,0,0.01,0.02,0,0,,15.8,0,31.04,0,0,,3.83,0,7.53,0,0,,0.66,0,1.3,0
Toutes les personnes,Groupes d’âge (H+F),71+ ans,DD04,Les mollusques et crustacés,2628,3.4,0.04,E,0.01,0.02,0.05,25,0,,9.69,0,19.04,0,0,,0.42,0,0.82,0,0,,0.14,0,0.27,0
Toutes les personnes,Groupes d’âge (H+F),71+ ans,EE01,Soupes en conserve avec viande ,2628,4.4,0.18,E,0.03,0.13,0.24,16.67,0,,4.6,0,9.05,0,0,,1.24,0,2.44,0,0,,0.67,0,1.31,0
Toutes les personnes,Groupes d’âge (H+F),71+ ans,EE02,Soupes en conserve à base de crème,2628,4.9,0.17,E,0.03,0.1,0.24,17.65,0,,6.29,0,12.35,0,0,,0.93,0,1.83,0,0,,0.43,0,0.85,0
Toutes les personnes,Groupes d’âge (H+F),71+ ans,EE03,Soupes_bouillons en conserve,2628,17.1,0.4,,0.04,0.33,0.47,10,0,,1.43,0,2.81,0,1.77,,0.15,1.47,2.06,8.47,2.74,,0.17,2.4,3.07,6.2
Toutes les personnes,Groupes d’âge (H+F),71+ ans,EE04,Soupes déshydratées,2628,2.5,0.05,E,0.01,0.03,0.08,20,0,,49.16,0,96.59,0,0,,3.28,0,6.44,0,0,,0.62,0,1.22,0
Toutes les personnes,Groupes d’âge (H+F),71+ ans,FF01,Pain blanc,2628,29.8,0.27,,0.02,0.23,0.3,7.41,0,,0.15,0,0.3,0,0.99,,0.05,0.89,1.09,5.05,1.32,,0.05,1.22,1.43,3.79
Toutes les personnes,Groupes d’âge (H+F),71+ ans,FF02,Pain de blé entier,2628,23.7,0.21,,0.01,0.18,0.23,4.76,0,,0.16,0,0.31,0,0.82,,0.05,0.73,0.91,6.1,1.11,,0.06,1,1.22,5.41
Toutes les personnes,Groupes d’âge (H+F),71+ ans,FF03,Pain de seigle,2628,5.7,0.04,,0,0.03,0.05,0,0,,0.61,0,1.19,0,0,,0.12,0,0.23,0,0.32,E,0.08,0.16,0.49,25
Toutes les personnes,Groupes d’âge (H+F),71+ ans,FF04,Gâteau,2628,11.8,0.11,,0.01,0.09,0.14,9.09,0,,0.42,0,0.83,0,,F,,,,34.38,0.84,,0.11,0.62,1.05,13.1
Toutes les personnes,Groupes d’âge (H+F),71+ ans,FF05,Céréales de blé à cuire,2628,0.6,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),71+ ans,FF06,Céréales de maïs,2628,4.1,0.01,,0,0.01,0.02,0,0,,0.69,0,1.36,0,0,,0.09,0,0.18,0,0,,0.05,0,0.09,0
Toutes les personnes,Groupes d’âge (H+F),71+ ans,FF07,Céréales d’avoine,2628,14.6,0.4,,0.04,0.33,0.47,10,0,,1.39,0,2.74,0,1.85,,0.24,1.38,2.32,12.97,2.95,,0.18,2.6,3.3,6.1
Toutes les personnes,Groupes d’âge (H+F),71+ ans,FF08,Céréales de riz et de son,2628,10.7,0.05,E,0.01,0.04,0.06,20,0,,0.25,0,0.49,0,,F,,,,80,0.43,,0.07,0.29,0.57,16.28
Toutes les personnes,Groupes d’âge (H+F),71+ ans,FF09,Biscuits,2628,27.9,0.12,,0.01,0.1,0.14,8.33,0,,0.05,0,0.1,0,0.4,,0.02,0.35,0.45,5,0.59,,0.03,0.53,0.65,5.08
