Groupe_de_population,Catégorisation_population,population,EAT_AC_Code,EAT_AC_étiquette,NombreRépondants,PourcentageConsommateurs,Moy_grammes_par_kilogramme_de_poids_corporel_par_jour ,Moy_indicateur,Moy_ET,Moy_LCI,Moy_LCS,Moy_CV,C50,C50_ indicateur,C50_ET,C50_LCI,C50_LCS,C50_CV,C90,C90_ indicateur,C90_ET,C90_LCI,C90_LCS,C90_CV,C95,C95_ indicateur,C95_ET,C95_LCI,C95_LCS,C95_CV
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,II07,Vinaigrette,1199,7.1,0.06,E,0.01,0.04,0.09,16.67,0,,0.73,0,1.43,0,0,,0.1,0,0.19,0,,F,,,,34.29
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,JJ01,Barres de chocolat,1199,14.6,0.16,,0.02,0.12,0.2,12.5,0,,0.3,0,0.58,0,0.44,E,0.09,0.27,0.6,20.45,1.04,,0.14,0.77,1.3,13.46
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,JJ03,Dessert à base de gélatine,1199,1.3,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,JJ04,Miel en bouteille,1199,2.5,0.02,,0,0.01,0.02,0,0,,2.44,0,4.79,0,0,,0.97,0,1.91,0,0,,0.33,0,0.65,0
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,JJ05,Confitures,1199,8.5,0.07,,0.01,0.04,0.1,14.29,0,,0.65,0,1.28,0,0,,0.08,0,0.16,0,0.4,E,0.09,0.23,0.58,22.5
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,JJ07,Beurre d’arachide,1199,16.2,0.16,E,0.03,0.1,0.23,18.75,0,,0.3,0,0.6,0,0.57,,0.09,0.41,0.74,15.79,0.89,E,0.19,0.51,1.26,21.35
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,JJ08,Pouding,1199,4.2,0.21,E,0.06,0.1,0.33,28.57,0,,26.3,0,51.68,0,0,,2.57,0,5.05,0,0,,1.07,0,2.11,0
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,JJ09,Sucre,1199,15.4,0.04,E,0.01,0.03,0.05,25,0,,0.11,0,0.21,0,0.12,E,0.03,0.05,0.19,25,0.33,,0.03,0.27,0.38,9.09
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,JJ10,Sirop,1199,10.4,0.15,E,0.03,0.09,0.2,20,0,,0.87,0,1.7,0,,F,,,,55.56,1.02,E,0.25,0.53,1.51,24.51
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,JJ11,Graines écalées,1199,2.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,JJ12,Noix,1199,7.6,0.05,E,0.01,0.03,0.07,20,0,,1.05,0,2.06,0,0,,0.04,0,0.09,0,,F,,,,55.56
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,JJ13,Gomme à mâcher,1199,1.3,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,JJ15,Bonbons (réglisse et bonbons gélifiés),1199,21.1,0.19,,0.03,0.14,0.25,15.79,0,,0.2,0,0.39,0,0.62,,0.09,0.44,0.79,14.52,1.03,,0.15,0.73,1.32,14.56
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,KK01,Boissons alcoolisées_bières,1199,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,KK02,Boissons alcoolisées_vin,1199,0.4,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,KK04,Café,1199,0.6,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,KK05,Boissons gazeuses en canette,1199,8.7,0.85,,0.13,0.6,1.1,15.29,0,,8.89,0,17.46,0,0,,1.4,0,2.75,0,6.81,E,1.43,4.01,9.61,21
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,KK06,Thé,1199,6.6,0.79,E,0.25,0.29,1.28,31.65,0,,19.42,0,38.16,0,0,,2.08,0,4.09,0,,F,,,,40.04
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,KK07,Boisson au soja enrichie,1199,3.5,0.3,E,0.08,0.15,0.45,26.67,0,,122.17,0,240.04,0,0,,8.79,0,17.27,0,0,,2.45,0,4.82,0
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,LL01,Céréales mélangées,1199,0.3,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,LL02,Desserts,1199,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,LL03,Repas_céréale + légume + viande,1199,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,LL04,Repas_viande ou volaille + légumes,1199,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,LL05,Préparation pour nourrissons à base de lait,1199,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,LL06,Préparation pour nourrissons à base de soja,1199,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,LL07,Fruits_pommes ou pêche,1199,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,LL08,Viande_volaille ou œufs,1199,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,LL09,Légumes,1199,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,MM01,Maïs soufflé pour micro-ondes,1199,8.3,0.08,,0.01,0.05,0.11,12.5,0,,0.56,0,1.1,0,0,,0.08,0,0.17,0,,F,,,,34.15
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,MM02,Repas surgelés,1199,0.4,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,NN01,Pizza,1199,15.9,0.9,,0.13,0.64,1.16,14.44,0,,2.3,0,4.51,0,3.31,E,0.73,1.87,4.76,22.05,6.71,E,1.27,4.22,9.21,18.93
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,NN02,Pommes de terre frites,1199,11.6,0.27,,0.04,0.2,0.35,14.81,0,,1.06,0,2.08,0,,F,,,,36.92,2.27,,0.33,1.62,2.91,14.54
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,NN03,hamburger,1199,5.5,0.27,E,0.05,0.17,0.38,18.52,0,,12.86,0,25.26,0,0,,1.1,0,2.17,0,2.69,E,0.73,1.25,4.14,27.14
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,NN04,Hamburgers de poulet,1199,0.4,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,NN05,Hot-dogs,1199,7.8,0.36,E,0.06,0.24,0.47,16.67,0,,2.92,0,5.74,0,0,,0.7,0,1.37,0,3.26,E,0.62,2.05,4.48,19.02
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,NN06,Pépites de poulet,1199,6.3,0.27,E,0.05,0.16,0.37,18.52,0,,4.79,0,9.41,0,0,,0.63,0,1.24,0,1.82,E,0.5,0.84,2.8,27.47
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,NN07,Chow mein au bœuf pour emporter,1199,0.2,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,NN08,Riz frit (poulet et légumes),1199,3.4,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,NN09,Sandwichs « petit-déjeuner » préparés ,1199,2.5,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,NN10,Sandwichs de restauration rapide,1199,26.3,1.69,,0.19,1.32,2.07,11.24,0,,1.06,0,2.08,0,5.75,,0.39,4.97,6.52,6.78,8.35,,0.94,6.51,10.18,11.26
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,PP01,Condiments,1199,11.8,0.11,E,0.03,0.06,0.16,27.27,0,,0.46,0,0.91,0,,F,,,,39.13,0.74,,0.09,0.55,0.93,12.16
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,PP02,Sel,1199,33.4,0.01,,0,0.01,0.01,0,0,,0,0,0,0,0.03,,0,0.03,0.04,0,0.05,E,0.01,0.04,0.06,20
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,PP03,Poudre à pâte,1199,1.7,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,PP04,Levure,1199,0.3,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,PP05,Extrait de vanille,1199,2.8,0,,0,0,0,0,0,,0.12,0,0.24,0,0,,0.03,0,0.05,0,0,,0,0,0.01,0
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,PP06,Fines herbes et épices,1199,16.4,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0.01,0,0.01,,0,0,0.02,0
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,PP07,Sauce soja,1199,3.9,0.01,,0,0,0.02,0,0,,7.94,0,15.61,0,0,,1,0,1.96,0,0,,0.16,0,0.32,0
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,PP09,Eau du robinet_zone d’échantillonnage (où les échantillons ont été achetés),1199,76.8,16.79,,0.8,15.21,18.37,4.76,12.32,,0.8,10.75,13.89,6.49,40.62,,2.47,35.75,45.48,6.08,53.73,,3.2,47.45,60.01,5.96
Toutes les personnes,Groupes d’âge (H+F),4-8 ans,PP10,Eau de source naturelle,1199,26,5.76,,0.54,4.71,6.82,9.38,0,,5.3,0,10.42,0,21.03,,2,17.1,24.95,9.51,33.19,,2.86,27.56,38.81,8.62
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,AA01,Lait entier,4465,16.1,0.16,,0.02,0.13,0.2,12.5,0,,0.03,0,0.06,0,0.15,E,0.04,0.06,0.23,26.67,0.57,E,0.15,0.28,0.86,26.32
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,AA02,Lait 2 %,4465,43.2,0.81,,0.05,0.71,0.91,6.17,0,,0.03,0,0.06,0,2.78,,0.22,2.36,3.21,7.91,4.34,,0.28,3.79,4.88,6.45
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,AA03,Lait 1 %,4465,23.6,0.41,,0.03,0.34,0.47,7.32,0,,0.05,0,0.09,0,1.04,E,0.23,0.58,1.5,22.12,2.86,,0.25,2.37,3.34,8.74
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,AA04,Lait écrémé,4465,16,0.22,,0.02,0.18,0.27,9.09,0,,0.03,0,0.06,0,,F,,,,36.36,,F,,,,36.71
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,AA05,Lait évaporé en conserve,4465,0.7,,F,,,,100,0,,23.4,0,45.97,0,0,,6.2,0,12.17,0,0,,4.24,0,8.33,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,AA06,Crème,4465,22.3,0.09,,0.01,0.08,0.1,11.11,0,,0.09,0,0.17,0,0.34,,0.03,0.28,0.39,8.82,0.51,,0.03,0.44,0.57,5.88
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,AA07,Crème glacée,4465,10.5,0.17,,0.02,0.14,0.2,11.76,0,,0.86,0,1.68,0,,F,,,,55.17,1.37,,0.11,1.15,1.58,8.03
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,AA08,Yogourt,4465,21.1,0.39,,0.03,0.34,0.44,7.69,0,,0.6,0,1.17,0,1.54,,0.09,1.37,1.72,5.84,2.28,,0.14,2.01,2.56,6.14
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,AA09,Fromage,4465,28.3,0.15,,0.01,0.13,0.17,6.67,0,,0.05,0,0.09,0,0.49,,0.04,0.4,0.57,8.16,0.9,,0.06,0.79,1.01,6.67
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,AA10,Fromage cottage,4465,2.2,,F,,,,33.33,0,,64.55,0,126.82,0,0,,3.36,0,6.61,0,0,,0.68,0,1.34,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,AA11,Fromage fondu,4465,5.4,0.02,,0,0.01,0.02,0,0,,0.39,0,0.77,0,0,,0.06,0,0.13,0,,F,,,,36.36
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,AA12,Beurre,4465,21.9,0.04,,0,0.03,0.04,0,0,,0.03,0,0.05,0,0.13,,0.01,0.11,0.15,7.69,0.2,,0.02,0.16,0.23,10
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,AA13,Lait au chocolat 1 %,4465,1.7,0.07,,0.01,0.04,0.1,14.29,0,,234.33,0,460.39,0,0,,29.25,0,57.47,0,0,,2.71,0,5.32,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,AA14,Babeurre 1 %,4465,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,BB01,Bifteck,4465,9.9,0.16,,0.02,0.12,0.19,12.5,0,,1.19,0,2.35,0,0,,0.15,0,0.3,0,1.3,,0.16,0.99,1.61,12.31
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,BB02,Rôti de bœuf,4465,5.3,0.07,,0.01,0.05,0.09,14.29,0,,1.76,0,3.46,0,0,,0.27,0,0.53,0,,F,,,,107.14
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,BB03,Bœuf haché,4465,10.4,0.08,,0.01,0.06,0.09,12.5,0,,0.26,0,0.51,0,,F,,,,83.33,0.59,,0.09,0.42,0.76,15.25
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,BB04,Porc frais,4465,12,0.15,,0.02,0.11,0.18,13.33,0,,0.39,0,0.77,0,,F,,,,34.48,1.17,,0.11,0.94,1.39,9.4
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,BB05,Porc salé,4465,8.7,0.04,E,0.01,0.03,0.06,25,0,,0.3,0,0.59,0,0,,0.03,0,0.06,0,0.26,,0.04,0.19,0.33,15.38
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,BB06,Escalopes de veau,4465,0.9,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,BB07,Agneau,4465,0.9,0.01,,0,0,0.01,0,0,,23.94,0,47.03,0,0,,7.83,0,15.38,0,0,,5.37,0,10.56,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,BB08,Viandes à sandwich_viandes froides,4465,1.9,0.02,,0,0.01,0.02,0,0,,41,0,80.56,0,0,,0.98,0,1.93,0,0,,0.25,0,0.49,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,BB09,Viandes froides en conserve,4465,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,BB10,Abats ,4465,0.4,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,BB11,Saucisses fraîches et fumées,4465,4.7,0.05,E,0.01,0.04,0.07,20,0,,1.33,0,2.61,0,0,,0.19,0,0.38,0,0,,0.1,0,0.19,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,CC01,Œufs,4465,32.5,0.25,,0.02,0.22,0.28,8,0,,0.04,0,0.08,0,0.97,,0.04,0.88,1.06,4.12,1.29,,0.07,1.15,1.43,5.43
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,CC02,Volaille_poulet et dinde,4465,32.1,0.43,,0.02,0.39,0.48,4.65,0,,0.16,0,0.31,0,1.53,,0.08,1.37,1.7,5.23,2.5,,0.15,2.2,2.79,6
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,CC03,Pâtés de foie de volaille,4465,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,DD01,Poisson marin,4465,10.7,0.18,,0.02,0.14,0.21,11.11,0,,1.2,0,2.36,0,,F,,,,81.82,1.69,,0.15,1.39,1.99,8.88
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,DD02,Poissons d’eau douce,4465,1.6,,F,,,,33.33,0,,34.8,0,68.38,0,0,,4.23,0,8.31,0,0,,0.79,0,1.56,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,DD03,Poisson en conserve,4465,2.6,0.03,,0,0.02,0.04,0,0,,8.46,0,16.62,0,0,,0.61,0,1.19,0,0,,0.21,0,0.42,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,DD04,Les mollusques et crustacés,4465,4,,F,,,,33.33,0,,0.99,0,1.95,0,0,,0.16,0,0.31,0,0,,0.07,0,0.14,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,EE01,Soupes en conserve avec viande ,4465,2.5,0.1,E,0.02,0.07,0.14,20,0,,31.77,0,62.42,0,0,,1.73,0,3.4,0,0,,0.99,0,1.94,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,EE02,Soupes en conserve à base de crème,4465,2.7,0.07,,0.01,0.04,0.09,14.29,0,,16.76,0,32.93,0,0,,1.94,0,3.81,0,0,,0.58,0,1.14,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,EE03,Soupes_bouillons en conserve,4465,15.6,0.33,,0.03,0.26,0.4,9.09,0,,0.6,0,1.18,0,1.24,E,0.24,0.77,1.72,19.35,2.22,,0.2,1.82,2.61,9.01
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,EE04,Soupes déshydratées,4465,2.5,0.04,E,0.01,0.02,0.06,25,0,,27.08,0,53.21,0,0,,2.5,0,4.91,0,0,,0.54,0,1.06,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,FF01,Pain blanc,4465,23.1,0.21,,0.01,0.18,0.24,4.76,0,,0.24,0,0.46,0,0.84,,0.04,0.75,0.93,4.76,1.2,,0.07,1.07,1.34,5.83
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,FF02,Pain de blé entier,4465,16.5,0.15,,0.01,0.13,0.17,6.67,0,,0.22,0,0.42,0,0.64,,0.03,0.57,0.71,4.69,0.98,,0.04,0.9,1.06,4.08
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,FF03,Pain de seigle,4465,3.5,0.02,,0,0.02,0.03,0,0,,1.18,0,2.31,0,0,,0.25,0,0.5,0,0,,0.12,0,0.23,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,FF04,Gâteau,4465,9.9,0.1,,0.01,0.08,0.12,10,0,,0.68,0,1.34,0,0,,0.08,0,0.17,0,0.82,,0.09,0.65,0.98,10.98
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,FF05,Céréales de blé à cuire,4465,0.2,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,FF06,Céréales de maïs,4465,1.7,0.01,,0,0,0.01,0,0,,2.8,0,5.5,0,0,,0.36,0,0.71,0,0,,0.11,0,0.22,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,FF07,Céréales d’avoine,4465,9.2,0.24,,0.02,0.2,0.29,8.33,0,,2.55,0,5,0,0,,0.24,0,0.46,0,2.21,,0.25,1.72,2.69,11.31
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,FF08,Céréales de riz et de son,4465,4.7,0.02,,0,0.02,0.03,0,0,,0.64,0,1.26,0,0,,0.11,0,0.21,0,0,,0.06,0,0.11,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,FF09,Biscuits,4465,17.5,0.08,,0.01,0.07,0.09,12.5,0,,0.13,0,0.26,0,0.28,,0.02,0.24,0.32,7.14,0.48,,0.04,0.4,0.56,8.33
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,FF10,Craquelins,4465,14.2,0.05,E,0.01,0.03,0.06,20,0,,0.1,0,0.19,0,0.13,,0.02,0.09,0.17,15.38,0.27,,0.03,0.21,0.33,11.11
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,FF11,Danoises_beignes et croissants,4465,6.9,0.08,,0.01,0.06,0.1,12.5,0,,0.88,0,1.74,0,0,,0.21,0,0.42,0,0.67,E,0.14,0.4,0.94,20.9
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,FF12,Farine blanche (de blé),4465,15.3,0.04,,0,0.03,0.05,0,0,,0.06,0,0.11,0,0.08,,0.01,0.06,0.11,12.5,0.19,,0.02,0.14,0.24,10.53
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,FF13,Muffins,4465,8.5,0.12,,0.01,0.09,0.14,8.33,0,,1.25,0,2.46,0,0,,0.24,0,0.48,0,1.19,,0.13,0.94,1.44,10.92
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,FF14,Crêpes et gaufres,4465,1.8,,F,,,,50,0,,20.28,0,39.84,0,0,,2.86,0,5.62,0,0,,0.63,0,1.23,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,FF15,Pâtes_plats composés,4465,3.2,0.11,E,0.02,0.07,0.15,18.18,0,,9.16,0,17.99,0,0,,1.01,0,1.99,0,0,,0.56,0,1.09,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,FF16,Pâtes nature,4465,15,0.27,,0.02,0.22,0.31,7.41,0,,0.69,0,1.35,0,0.86,E,0.19,0.49,1.23,22.09,2.16,,0.13,1.91,2.41,6.02
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,FF17,Tarte aux pommes,4465,1.4,0.02,,0,0.01,0.03,0,0,,49,0,96.26,0,0,,13.27,0,26.06,0,0,,4.8,0,9.43,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,FF18,Tartes_autres,4465,2.7,0.05,E,0.01,0.02,0.08,20,0,,10.17,0,19.98,0,0,,0.83,0,1.63,0,0,,0.29,0,0.56,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,FF19,Riz,4465,22,0.4,,0.03,0.35,0.45,7.5,0,,0.26,0,0.51,0,1.73,,0.14,1.46,2,8.09,2.64,,0.15,2.34,2.94,5.68
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,FF20,Petits pains et pains mollets,4465,3.4,0.02,,0,0.02,0.03,0,0,,1.03,0,2.02,0,0,,0.18,0,0.36,0,0,,0.14,0,0.28,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,FF21,Pains_autres,4465,13.7,0.18,,0.02,0.15,0.21,11.11,0,,0.47,0,0.93,0,0.72,,0.1,0.52,0.92,13.89,1.32,,0.08,1.16,1.49,6.06
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,GG01,Fèves au lard en conserve,4465,1.6,0.04,E,0.01,0.02,0.06,25,0,,34.28,0,67.34,0,0,,5.8,0,11.4,0,0,,1.53,0,3.01,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,GG02,Haricots,4465,8,0.07,,0.01,0.05,0.09,14.29,0,,0.91,0,1.8,0,0,,0.06,0,0.12,0,,F,,,,34.88
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,GG03,Betteraves,4465,2,0.01,,0,0.01,0.02,0,0,,9.49,0,18.64,0,0,,1.36,0,2.68,0,0,,0.39,0,0.76,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,GG04,Brocoli,4465,11.2,0.12,,0.01,0.09,0.14,8.33,0,,0.29,0,0.57,0,,F,,,,50,0.81,,0.12,0.58,1.04,14.81
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,GG05,Chou,4465,12.7,0.12,E,0.02,0.08,0.16,16.67,0,,0.1,0,0.19,0,,F,,,,37.5,0.57,E,0.12,0.33,0.81,21.05
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,GG06,Carottes,4465,31.1,0.16,,0.01,0.13,0.19,6.25,0,,0.03,0,0.06,0,0.47,,0.05,0.38,0.56,10.64,0.86,,0.12,0.62,1.1,13.95
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,GG07,Choux-fleurs,4465,4.3,0.03,,0,0.02,0.04,0,0,,1.34,0,2.63,0,0,,0.21,0,0.42,0,0,,0.08,0,0.15,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,GG08,Céleri,4465,22.1,0.05,E,0.01,0.04,0.06,20,0,,0.03,0,0.06,0,0.11,,0.01,0.1,0.13,9.09,0.22,,0.02,0.18,0.26,9.09
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,GG09,Maïs,4465,7.9,0.09,,0.01,0.06,0.11,11.11,0,,1.27,0,2.5,0,0,,0.06,0,0.12,0,0.57,E,0.12,0.33,0.8,21.05
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,GG10,Concombres,4465,16.6,0.12,E,0.02,0.08,0.15,16.67,0,,0.07,0,0.13,0,0.23,,0.03,0.17,0.29,13.04,0.53,,0.05,0.43,0.62,9.43
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,GG11,Laitue,4465,21.2,0.12,,0.01,0.1,0.13,8.33,0,,0.08,0,0.16,0,0.43,,0.03,0.37,0.48,6.98,0.79,,0.06,0.68,0.9,7.59
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,GG12,Champignons,4465,7.3,,F,,,,33.33,0,,0.12,0,0.24,0,0,,0.02,0,0.05,0,0.12,E,0.03,0.06,0.17,25
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,GG13,Oignons,4465,44.2,0.15,,0.01,0.13,0.17,6.67,0,,0.01,0,0.01,0,0.46,,0.03,0.39,0.52,6.52,0.76,,0.04,0.67,0.85,5.26
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,GG14,Pois,4465,7.7,0.05,E,0.01,0.03,0.06,20,0,,0.34,0,0.68,0,0,,0.03,0,0.06,0,0.2,E,0.05,0.09,0.3,25
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,GG15,Poivrons,4465,16.6,0.07,,0.01,0.06,0.09,14.29,0,,0.05,0,0.1,0,0.17,E,0.03,0.11,0.22,17.65,0.5,,0.07,0.35,0.64,14
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,GG16,Pommes de terre bouillies,4465,21.8,0.39,,0.04,0.31,0.47,10.26,0,,0.19,0,0.37,0,1.35,,0.14,1.09,1.62,10.37,2.52,,0.18,2.17,2.87,7.14
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,GG17,Pommes de terre croustilles,4465,9.4,0.06,E,0.01,0.04,0.07,16.67,0,,0.32,0,0.63,0,0,,0.05,0,0.09,0,0.37,,0.05,0.27,0.46,13.51
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,GG18,Rutabaga,4465,2.8,,F,,,,33.33,0,,10.3,0,20.23,0,0,,0.61,0,1.2,0,0,,0.17,0,0.34,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,GG19,Jus de légumes en conserve,4465,2.6,0.1,E,0.02,0.06,0.13,20,0,,36.02,0,70.76,0,0,,1.62,0,3.17,0,0,,0.85,0,1.68,0
Toutes les personnes,Groupes d’âge (H+F),51-70 ans,GG20,Tomates,4465,24.9,0.23,,0.02,0.19,0.27,8.7,0,,0.15,0,0.29,0,0.72,,0.06,0.61,0.84,8.33,1.31,,0.12,1.07,1.56,9.16
